product,reviewer,influence,comment,text
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Lucy Hotchkiss,2,14,"My first projector was damaged in shipment but this company was so good to work with! They fully refunded my money but then later they contacted me and wanted to let me know how important it was to them to have satisfied customers. They sent me a new projector free of charge and it worked fantastic! It has great picture quality and very easy to use. We look forward to outdoor movies these nice summer evenings and I hope to use it while doing craft projects. This company went above and beyond what was necessary to make good on the original projector which was probably broken during the shipping process. They made sure I had a new functioning projector even after they had refunded the money and went this extra mile for me without me even asking for further compensation. I thought the refund was the end but here I am with a great, fully functioning, projector at no cost simply because this company cares about their customers experience with them! Fantastic and truly admirable. Restores the faith for a consumer who often feels forgotten past the point of sale. I’d rate them Five stars!"
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Daniel Ramirez,61,8,"Have only had it for a few days but the picture is really nice. Of course you need a darker room and such, but even with a little light coming in we had a decent picture. The photos here were taken outdoors at night, didn’t have a proper screen so we used a single white plastic tablecloth and were able to get this image. Projectors have definitely come a long way, and I can say that just a few years ago this would’ve cost a lot more for the same picture. Will update review after more uses, but overall happy with the purchase!"
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Chuck,38,21,"I use this projector in my yard. The picture quality is good and it is bright enough to be visible at dusk (see picture). It does MUCH better in the dark. I need a screen instead of my ghetto white sheet but so far I am very pleased with the projector.  A few notes, if you are running off of an iPad, the sound will not work for HBO Go or Netflix via the HDMI cable. You will need to run the sound through another speaker. I use a Bose portable speaker with a male to male 3.5mm cable. I have an iPad air 2 so I still have the 3.5mm jack.  Also, the fan is a little loud.  Another issue that I didn't identify, likely my own error, is that the projector does not zoom. In order to increase or decrease the size of the image, you must move the projector. That isn't a major issue but can be a pain.  Finally, invest in a decent tripod stand. My lame table and uneven stone patio make it nearly impossible to get a level image. The projector only balances on one leg.  You get what you pay for with this projector but what you get is perfectly serviceable."
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Guy,2,1,"People will whine about the picture quality of a $90 mini projector. If you are on a budget and would like to fill up a wall in your bedroom with Amazon Prime streaming then buy this projector. If you are smart and not a snob about picture quality, then buy this projector. Glad I did, AND I got it on sale. I have binged on a number of shows for hours AND no issues. Wanna be a baller on your balcony at night? Get this projector! Are you still reading this and not buying this projector? I pity the fool who doesn't buy this projector."
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",B,2,5,Pros: great picture quality! Noise level was perfect for what I used it for but definitely if you’re planning on taking somewhere kinda noisy utilize all the other reviews talking about hooking up speakers and such! I used as a cute boho date night he loved it. The picture was bigger than I expected. Super small and light.  Cons: remote is kinda finicky. As are most so it wasn’t a huge issue but still a little annoying when I tried to turn the volume up and had to wave it around like a mad women. Other than that…. My biggest and only REAL con is that when trying to adjust the height level there really wasn’t a whole bunch of option and wiggle room to do it so you either need to bring stuff to prop it on when you so take it out or just use it for like an in home theater so it isn’t moving. Really is a con based on what you plan to use it for.  Overall I’ve told all my ballin on a budget friends to buy this my bf loved it and I will definitely be using again. Still an awesome purchase!!
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Dylan,103,17,"I believe this was false advertisement... I ordered this one and my step mom ordered a different one for my dad on fathers day. We decided to test them both out to see which one we should return and I thought to myself that I got him the better one because this product that claims to be 1080P, but yet it has worse quality photo then the one my stepmom got him that claims to be a 780P... It's either this product over estimated it's quality or the other product underestimated there's. Either way, the one that claims to be 780P can display a partially bigger screen and get a way better pictures resolution/quality then this one that's supposedly 1080P... Very disappointed if I was really deceived into thinking that I was buying a well quality-built projector when in reality it's not... I've messed with it a lot trying to see if there was a setting I've missed, I found the optimal angle so that both the top and bottom of the picture were clean but it still showed a poor quality picture compared to the clearer 780P bigger size display. I'm fairly upset because there were many reviews on this product and it was just about at 5 stars rating, makes me think how many people thought they got a really good projector when in reality they were tricked and deceived just like I was..."
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Valerie Mejia,32,54,"Absolutely love this projector after first time use!! It arrived just in time for my granddaughters 4th birthday. Once I figured out how to use my fire stick with it along with a blue tooth speaker, we were all set to go!! Projector is small but good size and light in weight too. Picture is pretty clear and i was very satisfied with it. Great that it comes with a remote. We are pretty much stuck at home during covid so this projector is and will be a life saver. I always wanted to get one to watch outdoor movies and now because of covid, it’s a blessing that we have this projector."
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",none,62,17,"The projector was easy to set up. Low weight for portability and easier mounting. I liked the straight forward manual adjustment of the keystone setting, located right behind the focus knob. The internal audio speaker is quite loud if you want it to be. I use it with the HDMI input, projecting onto a neutral grey painted wall. I didn't notice any ghosting or aliasing in the picture. The remote uses regular AAA batteries, instead of harder to buy coin cells. My toddler really enjoys the cinema-experience that this projector provides."
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Cal,5,20,"This is my first projector so I don't really have a baseline of comparison, but so far I'm very happy with this product. It's extremely simple to use and quick to start up (about 10 seconds total). The picture is not 1080p (I found out that projectors that actually project in 1080p are labeled ""1080p native"") but I have no issues with the clarity -- after watching for about 2 minutes I don't even notice the slight graininess.  The projector has speakers built-in but I recommend connecting separate speakers for better sound quality.  If there's one small gripe I have it's that the keystone (controlling tilt of the image if you're not projecting level) creates unfocus-able areas of the picture at the top or bottom of the image, depending on which way you're tilting -- you can see the comparison at the bottom of the two images I've uploaded. I just keep the keystone completely level and it's a non-issue.  I've only used it about 7 times since purchasing so we'll see how it holds up!"
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Nolan Meister,39,15,"I gave this projector a 5/5 because for the price and size, it's a great little device. No, you can't watch it with the lights on, but in the dark, the picture looks fine. It's not going to be perfect HD quality, but for the price, I'd say it's just about perfect. Easy to use and set up and works great for a nice little movie date (quarantine style). You can see in the picture that the light shines pretty brightly out the back but I just put a little sticky note over it and it wasn't so bad. You can plug a speaker in with an AUX cord and using a Fire Stick on it basically turns it into a smart TV.  If you're looking for a cheap but good little projector, this one is a sure buy."
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",AP,20,17,"I was looking for a cheap projector with HDMI, 3.5 mm out, and remote. I was worried about the picture quality, but I am satisfied with both the picture and sound keeping in mind the low price. I caution that the image does not evenly focus. The image is bright and comes through albeit a bit dull on a cream-colored pianted wall during the day. At night, the brightness is very good and I was happy with the high-low contrast. The keystone is fairly limited. It runs quiet and not very hot. I cannot speak to the lifespan yet, only a few months in. A good projector for the price. I ended up buying another."
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Kaybee T.,9,18,"We wanted to have outdoor movie night at our cabin in the mountains, and this little unit really fits the bill. Incredibly easy to use, especially paired with a Firestick. Plug in the Firestick to the HDMI port then to electric. Plug in the projector. Done and done.  The speakers are loud and clear and very good; no need to add separate ones unless you're very picky. We're not.  The projector is lightweight and easy to transport.  The picture attached is of a wall in our kitchen in the middle of the day, right next to a french door. I included the cat for a size comparison. The quality of the image is excellent, and of course will be much better when shown on our screen rather than a wall and door.  So glad we made this purchase! Looking forward to movie night!"
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",vsmith,2,39,"Generally, this smaller than usual projector is very nice. It is definitely worth the price. It's anything but a 1080p goal. It upholds VGA and HDMI input. It also includes an HDMI cable, so that will come in handy if you don't have one. The built-in system has some fundamental capacities like music and video player. You could use the remote to switch it between the projector and built-in-system. I was happily surprised that this has a speaker! It works well enough for small spaces. In the event that you need a small and utilitarian projector for amusement, I would suggest this projector."
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Megan Chance,38,20,"This projector has made movie night so much fun! It's very easy to use with a laptop or phone. If you plan on using with phone, you'll just need a cable to fit your model. I have a galaxy s9, so ordered a USB c to HDMI. I had it projecting my phone within 10 minutes of unpacking. I'm not tech savvy, and can confirm its very easy to use and adjust focus. I have only projected to a wall and a white towel and was very impressed with the picture quality. A screen will only improve the experience. You will need a padded bag to keep the lense safe if you plan on transporting. I take mine camping and found that the cheap, padded , square lunch bags are perfect size. Before I bought this, I was watching movies (no TV set) on my phone. This is so much better! I can def recommend this projector for the price. Just make sure you keep it safe as there's no bag included."
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Sdpomie,2,6,"I was looking for a small inexpensive projector to use outside by the pool or hot tub. This did NOT disappoint! Less than $100. Compact size. Extremely easy to set up. We plugged in our firestick and speaker and wow! First we tried it in the bedroom. Amazed at the picture quality and brightness, even on a green wall! And the sound from the projector was surprisingly good! Later at night we took it to the hot tub and cast it on the tent wall. Again, simply amazed at the quality. Tent wall is navy blue and we still had great picture, it was just a little dark, but again, we cast it on a dark wall. It's loud in the hot tub so we connected our Bluetooth speaker (via aux cable) to the projector and had amazing sound! Set up was so so easy. This is not a high end projector. But for less than $100 it gives amazing picture quality! Very happy with this purchase!"
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Sylvia,6,20," I bought this projector for my small class that has returned to school and for personal use. For the price I can not complain about this projector. For a small group this projector has great picture quality and sound. You’ll need a tripod or stack some boxes to get it at a good eye level. I had been debating on buying a projector for some time but didn’t want to spend hundreds of dollars but this projector has a really surprised me with its size, quality, and sound. I haven’t used the remote yet so I just gave it 4 stars for actually including a remote to begin with."
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Rida C.,111,80,this projector is one of the best purchases I’ve ever made. For the price it has excellent picture quality. I have a separate speaker that I use so I highly recommend having an extra speaker for sound. I can play movies off my iPhone and iPad and it’s just so great! I was mainly worried about the picture quality but I think this would work out even for a movie snob! you do need a separate connector for your iPhone or iPad so make sure you buy that separately mine was like $40 but considering that I just got an outside movie theater for about 100 bucks I am extremely happy! Oh The remote isn’t working but doesn’t really matter because you can work the projector without a remote. I find it better to use it without a remote anyway because I just lose the remote and there really is no point you don’t really need it. It was super easy to set up I set it up within three minutes of opening up the box
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Edgar Bueno,3,12," Got this with not a lot of expectation knowing that i would mainly use it, spring-fall nights outdoors, and as i build a theater room. received it today and took it in the basement to test the quality. i'm attaching a video (ignore the mess, its a work in progress and i do not any rights to better call saul) with the lights on of course it is a bit hard to see on that white wall, but it is still watchable. as soon as the lights go out with very minimal tweaking it is perfect. i'm sure the picture could be made bigger but i was limited to my very short extension cord and the one outlet i have downstairs. I did have some issue reading some MP4 files on my hard drive, it could be because i have it in multiple sub folders i will play around with that, but after browsing the extensive sound/video settings and connecting a MiBox to the device, i have zero complaints. exceeds my expectations!!!!!"
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",JK's Wife,30,18,"This projector is amazing! Perfect for if you are on a budget and want something to use to enhance viewing experience. I usually watch shows on my laptop, so this is a step up. Setup was very easy, but my 2018 macbook pro has only usb-c so I had to buy a separate wire. best way to use this is to connect your laptop to the projector with a cable and stream. Sound also is very nice, but if you want it to be louder you can connect external speakers for louder effects. The display and sound is also very adjustable so it is perfect! The size of the screen is also so large and amazing, and the remote also works well if you point it at the projector. Overall, best purchase yet for my new apartment!"
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Katie Penny,7,13,"At the current price of this projector, it's hard not to recommend. It's affordable and for what it cost, I expected the quality to be lower. Instead it surpassed expectations! Keep in mind that you'll need to fiddle around with the focus/distance to get things looking sharp. I've seen some other reviews complaining of picture quality and that's likely what's happening to them. If your picture looks fuzzy, make some adjustments until it looks just right. And yes, this is a budget projector. On bigger screens close up, pixels are noticeable even at 1080p. So if you're going to be bothered by something like that, I'd suggest looking at the high-end projectors.  One other nice thing about the projector is the sound. It has a surprisingly strong speaker. In fact, it's probably the strongest aspect of it. If you're watching indoors and don't mind sound coming from behind you, this speaker will more than get the job done.  My only issue so far is the remote. The range on it is not very good. You have to be standing right next to the projector to get it working and at that point, you might as well hit the buttons on the projector itself. I decided not to dock the score because thankfully it doesn't rely entirely on the remote like many modern day TVs do. There are buttons on the projector itself that you can use.  Overall, if you're looking for a budget projector that can give you an HD picture (With some tweaking!), I don't think you'll find better at this price."
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Jnadreau,210,90,"This little projector is small and lightweight, but don't let that fool you! It's a powerhouse! The video quality is superb. It fills up the screen and then some, I have to resize the window on my computer to fit the screen. I'm super impressed! It was very easy to set up. I love how portable it is. I use it for a 12-step hybrid meeting. The audio quality is a bit tinny, but we use a Bluetooth speaker anyway for our meetings so it's not a dealbreaker for me."
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Kelly,14,49,"Sooooo many projectors out there but look no further! This works great in the kids’ bedroom for sleepovers projected on the wall, works amazing outside in the summer for family movie night. Amazing picture quality- we were surprised! We have no complaints!! Update: projector is still great and so is their customer service, which is so hard to come by these days. I was SOOOOO impressed by their customer service, if I could give them 6 stars, I would!! (My kids lost our remote and they helped us get a new one!)"
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",D. Toomey,146,39,"This projector is pretty awesome! I’ve been wanting to replace my tv for a while and thought since I have white walls, I should consider a projector. My mind was instantly blown when I saw how inexpensive and how many 5-star reviews this one had compared to ones that are hundreds or thousands more expensive. Since it arrived and I plugged it in (easiest setup process ever), I’ve watched several tv shows and movies with it and love how clear the video is!"
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",squeaking wheel,4,18,"Firstly, I ordered the projector on June 23 . It came on June 24! Secondly, the projector is light, totally portable as advertised. It is easy to use ,fits my needs and inexpensive. Won't hurt too much if it is dropped. I carry it around and let other people handle it as well. Comes with HDMI and AV cables. The sound that comes out is sufficiently loud enough for indoor. But it can also be connected to a loud speaker for outdoor use . For that I have to get my own audio cable. I will keep the projector."
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Amazon Customer,1,13,"I got this on sale for $68. Super Score! I wanted this with a large 120” screen (sold separately) because it is small and I can use for camping as well as home. To hook up to my MacBook I needed a usb to port and hdmi cable that came with the projector. Even though I bought the cheap $8.99 1080 usb to port cable from Best Buy and not the 5k expensive one (which I will invest $40 in and use the cheapie for backup), I am still impressed with the quality!!!! Will look forward to the higher quality cable for better resolution and taking this thing out in the wilderness for entertainment!"
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Amil,59,116,I always thought these mini projectors weren't worth the money and never had great picture quality but wow did this one surprise me. I saw it at a reduced price on Black Friday and thought I might as well try it out and it's just amazing. The picture quality is essentially the same as watching it on a TV and the sound is great as well. It does make a little noise when it's on but I didn't really notice it at all while watching things.
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",WaterWeasel1,0,1,"The projector has some high quality aspects; the audio of the projector is comes out clear, now it is coming from the back of the projector so if you are wanting better sound or wanting the sound from the front you may want to add a sound bar or speaker to help with the sound. I am perfectly fine with the sound that comes from the projector. The projector also has ports to connect audio extensions.  The image from the projector is were it lacks some aspects, do not try to play with lights on, you will not be able to see the image very much you need to have lights dimmed or off. I use the projector for sports programming, tv, and movies. Using the projector for sports games and tv gives a well image, but when you watch movies there tend to be a lot of dark images and that is where the projector fails. The dark images cannot be displayed well, I have tried changing the settings on the projector and it does not change much.  This was my first projector and am understanding the aspects of color and why some higher powered projectors cost more. I still believe this projector is a great buy especially if this is your first projector. I went looking through most of the projectors and selected this one because of the all ports and capabilities it has for connections. I connect the laptop to the projector and I am satisfied with the image and sound that comes from the projector.  The controller that is included with the projector comes in handy when you want to be away from the projector. The projector comes with HDMI capable, red yellow white cables, and has ports for USB and Micro SD cards, so you can you use this projector for varies viewings.  AuKing contacted me after emailing them about there product options they added to the projector, after discussing my issues with them and discussing the issues with the projector they wanted to help my experience with the projector by sending me a screen mirror item and a screen sheet to help with projection of the video. There customer service will assist with any issues that arise from their products. They provide great customer service incase you need extra assistance."
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Mel,6,32,"Picture quality, brightness, and remote control were all good. The only thing I had an issue with was trying to connect my Samsung Galaxy S21+ phone to the projector but couldn't figure out how to do it.  We have used the projector for our own movie family night outside! Worked great!  I also have used the projector for training in a medical office. Displayed the laptop and training on certain processes and doing Excel training. Worked great!  Best picture is when you can get it dark in the room or wait until it is dark outaide."
"AuKing 迷你投影仪 2022 升级版便携式视频投影仪,55000 小时多媒体家庭影院电影投影仪,兼容全高清 1080P HDMI、VGA、USB、AV、笔记本电脑、智能手机",Caitlyn Steen,9,25,"Initially bought this projector just for fun, but I ended up setting it up in my bedroom for regular use in bed rather than buying another tv. I was able to plug in my Amazon fire stick and connect my Bluetooth speaker to my Amazon fire stick. I’m so glad I bought this a year ago as its come in handy! For being a relatively inexpensive projector, I think the picture quality and brightness is pretty good. I plan to take it camping with me this summer as well for movie nights."
Amazon Basics CL3 额定高速 4K HDMI 电缆 - 6 英尺,J. Conway,1208,399,"I'm constantly telling people/family to stop buying cables from the box stores as they're just too expensive, to stop wasting their money. As a former sales person of stereo equipment we were always told to ""push new cables on new purchases"", and for good reason. I think the markup on cables and such might surpass jewelry!! It's just horrible. So stop buying those overpriced cables and buy them here on Amazon, or at a couple of other online retailers, for much, MUCH less. They work just as well as the name brand cables, just without the fancy colors, or the fancy labels. But hey, if you've got one of those unlimited budgets and money is no object, then go ahead and buy that $100+ per foot, 4 gauge speaker cable, or other severely overpriced interconnects."
Amazon Basics CL3 额定高速 4K HDMI 电缆 - 6 英尺,Uncle Milton,2078,33,"I am going to keep this review short and sweet. I saw many reviews referencing these cables not being able to handle 4K HDR or support 4:4:4 chroma at 60Hz. While I cannot speak for the configurations of other users, I can confirm the following:  Using this cable on a Samsung KS8500, I can confirm that this cable supports:  UHD 4K HDR Content 4K 30Hz 4:4:4 4K 60Hz 4:4:4  I am attaching a picture of the chroma test as well. The bottom two lines are perfectly visible using this cable."
Amazon Basics CL3 额定高速 4K HDMI 电缆 - 6 英尺,Matt,453,112,Amazing cables at an affordable price. Tested with 4K HDR and Dolby Vision. Works with Apple TV too. I have this HDMI cable going from my Denon AV receiver to my LG OLED TV and all my devices hooked to my AV receiver using this HDMI cable as well. Everything works great. Don't listen to the reviews that said Dolby Vision doesn't work on the Apple TV. They probably didn't set up their AV receiver and TV settings properly. The TV and the AV receiver has a setting that is listed as HDMI Deep Color or HDMI Enhanced that you will need to enable for HDR and Dolby Vision. Also it is prefered to set up the match settings under the video settings for the Apple TV.
Amazon Basics CL3 额定高速 4K HDMI 电缆 - 6 英尺,MastaX,615,115," I went through 3 other HDMI cables before finally just deciding to buy this one, All other 3 cables I used previously were all from other highly rated brands here on Amazon, all them claimed to support HDMI 2.0 4K @60Hz. And you can guess those claims fell flat and they did not work whatsoever, Most of those other cables would have no image to the TV when selecting HDMI 2.0 mode and also there was horrendous screen tearing eve though v-sync was enabled in the games I was playing on my PC.  Well I am happy to report this is the very first cable I got that finally works as advertised. It can fully transmit a 4K 60Hz image over a 25 foot cable with no signal loss whatsoever. It even fully supports chroma 4:4:4 like a charm. This cable is an absolute beast and I cant believe how cheap it is. The other cables I got that didnt work were all over $60 and this $12 Amazon cable beats it in every way, I am a true believer in the Amazon basics brand for life now.  This cable is also twice as thick as any of the other HDMI cables I have and that just goes to show the great build quality, Its not a downside in any way, I just put the cable up on the wall across some nails and held up no problem.  bottom line if your looking for a great quality HDMI cable to stream games from your PC to your TV then get this cable! I am a very technical person when it comes to this stuff, this cable has it all, Full support for every chroma color mode and full fledged 4K @60Hz. Ive noticed across the internet about people complaining of weird screen tearing when using HDMI cables to their TV's from their PC's and I was also having this issue with all of the other cables too. This Amazon cable does not have this issue. Gaming from my PC to my TV is finally a fully enjoyable experience.  Final rating: 10/10 would buy again, no questions asked!!!"
Amazon Basics CL3 额定高速 4K HDMI 电缆 - 6 英尺,Oliver,9044,174,"Please do not waste your hard earned money on overpriced HDMI cables in the name of picture or sound improvements. I currently am using these AmazonBasics High-Speed HDMI cables to connect our Yamaha v379 AV receiver to other HDMI enabled devices that link back to our 4K Samsung Smart TV and these have performed flawlessly.  HDMI cables come in four types: Standard-speed --> Standard-speed with Ethernet --> High-speed --> High-speed with Ethernet. Since High-speed cables are so cheap (e.g these AmazonBasics cables), there really isn't any point of getting Standard-speed anymore. On the other hand, as most HDMI devices today can't receive Ethernet over HDMI, High-speed HDMI cables are really all you need.  ** Some numbers **  Standard-speed HDMI cables are rated up to 1080i (""i"" stands for interlaced). In order for a HDMI cable to have a ""High-speed"" moniker, it must be capable of showing resolutions up to 4K --> 3840 x 2160 at 30fps (or 4,096 x 2160 at 24fps). And as the highest resolution any 4K TV currently on the market can produce is 3840 x 2160 at 30fps, even if you found a $100 cable at your local BestBuy that claims it can transmit much more than that, it doesn't matter as you are limited by your source (i.e your cable box, Xbox, PS4 e.t.c) and your TV's hardware capabilities.  Also HDMI cables can either produce an image/sound or nothing at all. There is NO in between. Therefore, a HDMI cable will either work or won't work (it may show a flashing image but this means it's a bad cable). But a more expensive HDMI cable will NOT show darker blacks and sharper colors than a less expensive HDMI cable. You either get 100% of the signal or no signal at all. Now if you intend on running your HDMI cable for more than 50ft, then you might want to invest in a HDMI cable that has ""active"" chips that help maintain the signal quality over a longer distance (but does NOT make the image/sound any better than the source).  ** What about HDMI 1.4 or 2.0 or HDCP 2.2? **  This is another common misconception due to manufacturer marketing. HDMI 1.4, 2.0 and HDCP 2.2 are all hardware changes that do NOT require a cable change! Although there is a difference between them (you can google that yourself), there is no such thing as a HDMI 1.4 or 2.0 or HDCP 2.2 cable! The version numbers refer to the devices that the HDMI cable connects into & NOT the cable itself. The cable simply is a pipeline linking the two. Hence, if you do happen to own a TV and another device that both have HDMI 2.0 ports, any AmazonBasics High-speed rated cable will work perfectly fine with it.  ** Conclusion **  At this price point, there is very little reason to spend more money on more expensive HDMI cables over these AmazonBasics High-speed cables. If you have a 3D, 4K, HDCP 2.2 or HDMI-ARC compatible device, these High-speed cables will work perfectly fine for you."
Amazon Basics CL3 额定高速 4K HDMI 电缆 - 6 英尺,AK,312,51,We had bought a new TiVo and a new TV and for the lif of ours we could not pinpoint which one was malfunctioning when the sound would dip during different times of viewing. Turns out these HDMI cables are the problem!!!! … You have no idea how much time I spent trying to troubleshoot the poor new devices. For having put through what I have gone thru I would rate these as garbage!!! Grrrrr!!!
Amazon Basics CL3 额定高速 4K HDMI 电缆 - 6 英尺,Kindle Customer,522,90,"I just bought a very nice Sony 4k television from Best Buy in Alpharetta, Ga. I bought a stand, 4k DVD player, Marantz amplifier and two HMDI 2.2 cables from the Magnolia side of the store. When i looked at my receipt later, I was amazed to see that I had paid $130 for an 8 foot HMDI cable and $100 for a 6 footer- plus 7.5% tax. The cables had silver wire in them and were supposed to deliver great sound. I have excellent hearing, and the sound quality of these inexpensive cables is almost the same. Most people would never know the difference. Satisfied? You Betcha! I returned the expensive cables and walked out with the $246 I had paid Best Buy. 3 of these cost about $12."
Amazon Basics CL3 额定高速 4K HDMI 电缆 - 6 英尺,Gi-Gantor,208,49,"Working as intended. ran it around the baseboards across the room. Did this so i can have my tower by me but the t.v. on the other side without having a cable to trip over. More then enough length. Cable was stiff at first from being so thick and wound so tight. it didn't seem to do any damage though and works very well, sound and video is crisp and clear.  Post Statement~ I order items with my own money I earn with my own work and time. I expect the products I buy to be worth my time and money. All items are judged on the product itself, and not any issues that arise because of myself or the shipper (unless clearly a packaging problem). I strive to give my unbiased and complete review to best help others make a choice on what to spend their valuable money on. Any Questions- Please do not hesitate to ask!"
Amazon Basics CL3 额定高速 4K HDMI 电缆 - 6 英尺,Sarah,387,101,"SO long. I never thought about how long 25 ft really was until I had it laid out in my living room! Great cable though, no issues whatsoever ever! The only concern I really have is that the cable cord is thick, a lot thicker than your standard HDMI cable. So for planning purposes this is important to note. I mounted my TV on my wall and used to cord/cable covers to maintain the wires. I was barely able to fit the TV power cable and the HDMI cord in the cover but I got it eventually. The cable works great just understand 25 ft is A LOT of cable and the cable runs a little thicker than your typical HDMI."
Amazon Basics CL3 额定高速 4K HDMI 电缆 - 6 英尺,phillygirl,499,291,"Purchased these to use with the apple lightening adaptor to connect the hubby' iPad to the tv. He wanted the capability to watch Amazon, Netflix and other videos on his not smart tv and this cord and the adaptor worked perfectly. Videos loaded immediately -much quicker than through the wifi connected blue ray player. All we had to do was connect everything, turn o. The tv and select the source and we were up and running. We connected the iPad to the smart tv in the living room and enjoyed watching a movie on the larger screen. Can't beat the price for the twin pack. I have the 2nd one plugged into the living room tv so we can quickly connect the iPad. The 10' cable ended up being a little too short to be permanently attached to the bedroom tv - the cord was out in the open for the cat to play with. I remedied that by ordering the 15' cable which I received today. Hooked it up and it is out of the way! I highly recommend these cables. They work perfectly and you can't beat the price."
