WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,label
121,77.46,64.47,56.41,45.06,13.44,21.49,83.47,63.64,50.41,14.88,9.92,4.96,4.13,0.83,0.0,0.0,4.96,19.83,8.26,4.13,13.22,9.09,0.83,1.65,1.65,19.01,3.31,1.65,7.44,4.13,0.83,2.48,14.88,0.0,14.88,4.96,0.83,2.48,2.48,0.0,4.13,0.0,1.65,1.65,0.0,0.83,0.83,0.0,0.0,0.0,0.0,0.0,13.22,4.96,0.0,1.65,0.0,0.83,1.65,9.92,0.0,1.65,0.83,0.83,0.0,0.0,0.0,0.0,5.79,0.0,0.0,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,1.65,0.0,0.0,0.0,0.0,0.83,0.0,4.13,3.31,0.0,0.83,3.31,0.0,0.0,0.0,3.31,6.61,3.31,2.48,0.0,0.0,0.0,0.0,0.0,21.49,9.92,2.48,0.0,0.0,3.31,5.79,1
95,73.14,84.54,33.61,96.96,13.57,16.84,89.47,69.47,54.74,11.58,5.26,1.05,3.16,1.05,0.0,0.0,6.32,18.95,14.74,1.05,8.42,11.58,2.11,6.32,0.0,14.74,10.53,3.16,5.26,4.21,1.05,0.0,7.37,2.11,5.26,1.05,1.05,1.05,1.05,1.05,0.0,0.0,8.42,7.37,1.05,2.11,2.11,0.0,0.0,0.0,0.0,0.0,7.37,2.11,1.05,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,2.11,3.16,1.05,0.0,0.0,4.21,1.05,0.0,0.0,0.0,0.0,0.0,2.11,1.05,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,7.37,14.74,0.0,1.05,10.53,3.16,0.0,1.05,3.16,3.16,7.37,1.05,0.0,0.0,0.0,0.0,0.0,9.47,4.21,1.05,0.0,3.16,0.0,1.05,1
149,35.45,1.57,99.0,20.23,13.55,11.41,95.3,73.15,58.39,14.77,10.74,8.05,0.67,0.0,1.34,0.0,4.03,11.41,9.4,2.01,12.08,9.4,7.38,7.38,4.03,18.79,4.03,0.67,4.03,1.34,1.34,1.34,10.07,1.34,8.72,0.0,0.0,1.34,2.01,0.0,6.04,0.0,5.37,2.68,2.68,2.01,0.0,2.01,0.0,0.0,0.67,0.0,14.09,9.4,0.0,0.0,1.34,0.67,6.71,4.7,0.0,0.67,2.01,0.0,1.34,0.0,0.0,1.34,6.04,0.0,2.68,3.36,0.67,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,7.38,16.11,0.0,3.36,11.41,0.0,1.34,0.67,8.05,12.75,1.34,0.0,0.0,0.0,0.0,0.0,0.0,16.11,9.4,4.03,0.0,0.0,2.68,0.0,1
96,73.36,34.13,39.59,91.93,10.67,18.75,85.42,66.67,51.04,5.21,2.08,2.08,0.0,0.0,0.0,0.0,3.13,14.58,10.42,4.17,10.42,8.33,8.33,7.29,0.0,12.5,10.42,5.21,3.13,1.04,2.08,0.0,4.17,1.04,3.13,1.04,0.0,0.0,0.0,2.08,0.0,0.0,5.21,5.21,0.0,4.17,4.17,0.0,0.0,0.0,0.0,0.0,4.17,3.13,1.04,1.04,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,1.04,2.08,2.08,1.04,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,8.33,10.42,0.0,1.04,9.38,0.0,0.0,0.0,3.13,7.29,2.08,0.0,0.0,0.0,0.0,0.0,0.0,16.67,9.38,3.13,0.0,0.0,0.0,4.17,1
62,14.28,11.07,47.26,99.0,10.33,17.74,91.94,79.03,64.52,20.97,8.06,8.06,0.0,0.0,0.0,0.0,12.9,20.97,14.52,0.0,4.84,14.52,9.68,4.84,0.0,17.74,11.29,3.23,1.61,0.0,1.61,0.0,9.68,1.61,8.06,0.0,0.0,1.61,0.0,4.84,1.61,0.0,8.06,8.06,0.0,1.61,1.61,0.0,0.0,0.0,0.0,0.0,6.45,3.23,0.0,0.0,1.61,0.0,1.61,3.23,0.0,0.0,0.0,0.0,1.61,1.61,0.0,0.0,3.23,0.0,1.61,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29,9.68,0.0,0.0,9.68,0.0,0.0,0.0,0.0,11.29,6.45,1.61,1.61,0.0,1.61,0.0,0.0,24.19,8.06,6.45,0.0,1.61,4.84,3.23,1
170,64.21,91.03,59.26,28.06,21.25,11.18,90.0,74.12,59.41,9.41,7.06,0.0,2.94,1.18,0.0,2.35,2.35,15.29,10.0,2.94,13.53,10.0,8.82,6.47,0.59,21.76,2.94,7.06,3.53,2.94,0.0,0.59,12.35,1.76,10.59,3.53,1.18,0.0,5.29,0.0,2.94,0.0,1.76,1.18,0.59,1.18,0.59,0.59,0.0,0.59,0.0,0.0,12.35,2.35,0.59,0.0,0.59,0.0,0.59,10.0,0.0,0.59,0.59,0.0,0.0,0.0,0.0,0.0,5.29,1.18,2.35,1.76,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.59,1.18,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,5.88,10.59,0.59,1.76,7.06,0.59,0.0,0.59,4.12,11.18,1.18,3.53,0.0,0.0,0.0,0.0,0.0,8.82,4.71,2.35,0.0,0.0,1.18,0.59,1
196,69.88,1.0,99.0,20.23,19.6,18.88,90.31,72.96,59.18,14.8,11.73,11.73,0.0,0.0,0.0,0.0,3.06,18.37,7.65,1.53,16.33,6.63,5.61,5.1,1.53,18.37,6.12,4.59,2.04,0.0,1.02,1.02,8.67,0.0,8.67,2.04,2.04,1.02,0.0,0.0,3.06,0.0,3.57,1.53,1.53,1.53,0.51,0.51,0.0,0.0,0.0,0.0,3.57,2.55,0.0,0.51,0.51,0.0,2.04,1.02,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.51,2.04,2.55,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.51,0.51,0.0,0.51,0.0,0.0,0.0,0.51,3.06,15.31,1.02,1.53,11.73,1.02,0.0,0.0,7.65,11.22,1.53,2.04,0.0,0.0,0.0,0.0,0.0,10.2,4.59,3.57,0.0,0.51,0.51,1.02,0
85,81.56,9.45,38.22,56.99,17.0,16.47,89.41,68.24,58.82,9.41,4.71,3.53,0.0,1.18,0.0,0.0,4.71,22.35,12.94,0.0,12.94,7.06,4.71,7.06,2.35,11.76,7.06,3.53,0.0,0.0,0.0,0.0,14.12,1.18,12.94,1.18,1.18,1.18,2.35,2.35,4.71,1.18,4.71,3.53,1.18,1.18,1.18,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,10.59,1.18,5.88,3.53,0.0,0.0,8.24,1.18,1.18,0.0,0.0,0.0,0.0,7.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.24,5.88,0.0,1.18,4.71,0.0,0.0,0.0,2.35,3.53,3.53,0.0,0.0,0.0,0.0,0.0,0.0,15.29,8.24,2.35,0.0,0.0,0.0,4.71,1
182,46.9,18.04,84.13,14.24,18.2,15.93,90.66,74.73,60.44,15.38,12.09,7.69,3.3,0.0,1.1,0.0,3.3,18.13,8.79,0.0,12.64,10.99,4.4,6.04,2.2,24.18,4.4,2.75,5.49,3.85,0.55,1.1,14.84,1.1,13.74,0.55,2.75,3.3,2.2,1.1,3.3,0.0,1.65,0.55,1.1,1.1,0.0,1.1,0.55,0.0,0.55,0.0,8.79,3.3,0.0,0.55,0.0,0.0,1.65,5.49,0.55,0.0,1.65,0.55,0.55,0.0,0.0,0.55,3.85,0.55,2.75,0.55,0.0,0.0,5.49,2.75,0.55,2.2,0.0,0.0,0.0,3.85,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,12.09,1.1,1.1,9.89,0.0,0.0,0.0,5.49,13.74,2.2,1.65,0.0,0.0,0.0,0.0,0.0,9.89,5.49,4.4,0.0,0.0,0.0,0.0,0
168,77.61,21.49,84.92,57.46,16.8,12.5,89.88,74.4,55.95,11.31,9.52,7.14,0.0,2.38,0.0,0.0,1.79,17.86,11.9,0.6,11.9,11.31,2.38,4.76,0.6,18.45,11.31,5.95,1.79,0.0,1.19,0.6,8.93,2.98,5.95,0.6,0.0,2.98,1.19,0.0,1.79,0.0,3.57,2.98,0.6,1.19,1.19,0.0,0.0,0.0,0.0,0.0,4.17,0.6,0.0,0.0,0.0,0.0,0.6,3.57,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,6.55,2.98,1.79,1.79,0.0,0.0,4.17,2.38,0.0,2.38,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71,11.9,0.6,1.79,10.12,0.0,0.0,0.0,5.36,2.38,5.36,2.38,0.0,0.0,0.0,0.0,0.0,10.71,5.36,2.38,0.0,0.6,2.38,0.0,0
149,85.36,12.28,54.84,39.82,14.9,14.09,85.91,66.44,52.35,10.74,3.36,2.68,0.0,0.67,0.0,0.0,7.38,15.44,8.05,4.03,16.11,6.04,2.68,4.7,2.68,12.08,4.7,6.04,0.67,0.0,0.67,0.0,10.74,4.03,6.71,0.0,2.68,0.67,0.67,1.34,2.01,0.0,2.68,2.01,0.67,0.67,0.0,0.67,0.0,0.0,0.67,0.0,3.36,2.01,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.0,2.68,0.0,0.0,2.68,6.71,0.0,3.36,0.67,2.68,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.67,0.67,0.0,5.37,12.08,0.0,0.67,10.74,1.34,0.0,0.0,3.36,4.03,2.01,1.34,0.0,0.0,0.0,0.0,0.0,18.12,6.71,5.37,0.0,2.01,0.0,4.03,1
64,8.85,16.91,43.27,99.0,8.0,15.63,96.88,82.81,64.06,15.63,7.81,6.25,0.0,1.56,0.0,0.0,7.81,14.06,12.5,0.0,4.69,15.63,12.5,6.25,1.56,26.56,6.25,1.56,0.0,0.0,0.0,0.0,17.19,1.56,15.63,1.56,0.0,6.25,3.13,3.13,1.56,0.0,7.81,7.81,0.0,1.56,1.56,0.0,0.0,0.0,0.0,0.0,4.69,1.56,1.56,0.0,0.0,0.0,0.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,1.56,6.25,1.56,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,12.5,0.0,3.13,9.38,1.56,0.0,0.0,1.56,15.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.06,12.5,0.0,0.0,0.0,1.56,0.0,0
86,50.85,3.41,69.5,98.39,14.33,19.77,86.05,74.42,56.98,16.28,11.63,10.47,0.0,0.0,0.0,1.16,4.65,16.28,8.14,0.0,13.95,6.98,5.81,8.14,1.16,15.12,5.81,6.98,2.33,0.0,1.16,1.16,8.14,0.0,8.14,0.0,0.0,3.49,2.33,1.16,2.33,0.0,6.98,6.98,0.0,4.65,4.65,0.0,0.0,0.0,0.0,0.0,5.81,2.33,0.0,0.0,0.0,0.0,0.0,3.49,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,6.98,0.0,2.33,1.16,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,1.16,0.0,0.0,0.0,0.0,0.0,2.33,6.98,12.79,3.49,2.33,8.14,2.33,0.0,0.0,1.16,6.98,0.0,1.16,1.16,0.0,1.16,0.0,0.0,16.28,6.98,8.14,0.0,0.0,1.16,0.0,1
93,75.34,2.12,99.0,3.96,15.5,13.98,86.02,73.12,59.14,10.75,9.68,7.53,1.08,0.0,0.0,1.08,1.08,20.43,12.9,0.0,11.83,6.45,7.53,2.15,5.38,12.9,8.6,7.53,1.08,1.08,0.0,0.0,9.68,2.15,7.53,1.08,0.0,1.08,2.15,0.0,3.23,0.0,4.3,1.08,3.23,1.08,0.0,1.08,0.0,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,2.15,1.08,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,1.08,2.15,0.0,0.0,0.0,0.0,0.0,5.38,19.35,0.0,3.23,16.13,0.0,0.0,0.0,4.3,9.68,0.0,1.08,0.0,0.0,0.0,0.0,0.0,11.83,5.38,3.23,0.0,2.15,1.08,0.0,0
125,79.69,63.73,35.01,94.15,13.89,24.0,88.8,69.6,52.8,7.2,4.8,0.0,3.2,0.0,0.0,1.6,2.4,16.0,11.2,3.2,12.8,8.8,7.2,5.6,0.8,17.6,7.2,6.4,8.0,5.6,1.6,0.8,8.8,0.8,8.0,0.8,0.8,1.6,3.2,0.0,3.2,0.0,5.6,5.6,0.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,8.8,4.0,0.8,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,8.0,3.2,2.4,0.8,2.4,0.0,3.2,0.8,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.8,0.0,6.4,12.0,0.0,1.6,8.8,1.6,0.0,0.0,3.2,8.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,11.2,8.0,1.6,0.0,0.0,0.8,0.8,1
242,51.35,4.64,59.33,72.05,14.24,17.36,88.43,73.55,61.57,12.4,7.85,7.02,0.0,0.0,0.0,0.83,4.55,19.42,10.74,2.48,11.16,9.5,8.26,6.61,1.24,17.36,4.13,4.96,2.07,0.83,0.83,0.41,14.46,2.89,11.57,0.83,1.65,2.89,2.48,1.65,2.89,0.0,4.13,3.72,0.41,1.65,1.65,0.0,0.0,0.0,0.0,0.0,4.55,2.48,0.83,0.0,0.0,0.41,0.83,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79,0.83,3.72,1.24,0.41,0.0,3.72,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.41,0.41,0.83,0.83,0.0,0.41,0.0,0.0,0.0,0.0,4.13,11.16,0.83,0.83,7.85,1.24,0.0,0.41,2.89,9.92,1.65,0.0,0.83,0.0,0.83,0.0,0.0,11.16,6.61,2.48,0.0,0.41,1.65,0.0,0
72,89.52,48.31,49.53,99.0,10.29,6.94,87.5,63.89,50.0,5.56,2.78,0.0,0.0,2.78,0.0,0.0,2.78,16.67,9.72,0.0,15.28,9.72,1.39,5.56,2.78,12.5,9.72,1.39,2.78,1.39,1.39,0.0,12.5,4.17,8.33,1.39,0.0,1.39,0.0,0.0,2.78,0.0,8.33,8.33,0.0,2.78,2.78,0.0,0.0,0.0,0.0,0.0,8.33,2.78,1.39,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,1.39,4.17,2.78,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,1.39,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,15.28,20.83,0.0,0.0,15.28,1.39,0.0,4.17,0.0,0.0,6.94,1.39,1.39,1.39,0.0,0.0,0.0,11.11,8.33,2.78,0.0,0.0,0.0,0.0,0
64,66.51,75.49,23.08,99.0,32.0,21.88,79.69,62.5,45.31,9.38,6.25,1.56,1.56,0.0,0.0,3.13,3.13,12.5,9.38,1.56,9.38,3.13,7.81,9.38,0.0,6.25,12.5,1.56,4.69,4.69,0.0,0.0,3.13,0.0,3.13,1.56,1.56,0.0,0.0,0.0,1.56,0.0,12.5,12.5,0.0,4.69,4.69,0.0,0.0,0.0,0.0,0.0,17.19,9.38,3.13,1.56,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,0.0,1.56,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,7.81,0.0,1.56,6.25,0.0,0.0,0.0,1.56,3.13,1.56,0.0,0.0,0.0,0.0,0.0,0.0,29.69,3.13,7.81,0.0,0.0,3.13,15.63,1
121,87.09,5.27,97.46,11.75,15.13,15.7,89.26,73.55,57.85,14.88,10.74,9.92,0.0,0.0,0.83,0.0,4.13,20.66,11.57,1.65,15.7,6.61,2.48,4.13,0.83,15.7,7.44,5.79,1.65,0.0,0.83,0.83,8.26,3.31,4.96,3.31,0.83,0.83,0.83,0.0,0.0,0.0,5.79,2.48,3.31,2.48,0.83,1.65,0.0,0.0,0.0,0.0,4.96,3.31,0.0,0.0,0.0,0.83,0.0,1.65,0.0,0.0,0.83,0.0,0.83,0.0,0.0,0.83,6.61,2.48,2.48,1.65,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79,16.53,1.65,2.48,11.57,0.0,0.0,0.83,3.31,10.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,6.61,4.96,0.0,0.0,0.0,0.83,0
218,35.22,66.98,80.89,70.69,19.82,16.51,88.07,71.1,58.72,17.43,14.22,5.96,7.8,0.0,0.46,0.0,3.21,16.06,7.8,1.83,11.93,10.09,2.29,7.34,4.13,18.35,4.13,2.75,11.01,10.09,0.92,0.46,13.76,0.92,12.39,3.67,2.29,2.29,2.29,0.0,3.67,0.0,5.96,4.59,1.38,2.29,1.38,0.92,0.0,0.0,0.46,0.0,12.84,2.29,0.46,0.0,0.0,0.0,1.38,10.55,1.83,0.0,2.29,0.0,0.46,0.0,0.0,0.46,7.8,3.67,1.38,0.46,2.29,0.0,0.92,0.92,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.46,1.38,0.92,0.92,0.0,0.0,0.0,0.0,5.5,10.55,0.46,2.29,7.34,0.0,0.0,0.92,2.75,10.09,0.92,0.0,0.0,0.0,0.0,0.0,0.0,10.55,5.05,2.29,0.0,0.0,3.21,0.0,0
55,71.44,29.95,9.55,99.0,9.17,30.91,80.0,58.18,49.09,5.45,5.45,3.64,1.82,0.0,0.0,0.0,0.0,18.18,10.91,0.0,9.09,7.27,9.09,7.27,0.0,12.73,9.09,5.45,5.45,3.64,1.82,0.0,7.27,0.0,7.27,0.0,1.82,3.64,0.0,0.0,1.82,0.0,18.18,18.18,0.0,7.27,7.27,0.0,0.0,0.0,0.0,0.0,5.45,3.64,1.82,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,3.64,3.64,1.82,0.0,0.0,3.64,1.82,0.0,0.0,0.0,1.82,0.0,1.82,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,10.91,0.0,0.0,9.09,1.82,0.0,0.0,0.0,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,9.09,3.64,0.0,1.82,0.0,3.64,0
235,92.17,84.86,25.36,99.0,11.75,23.4,88.09,69.79,53.19,9.79,7.66,2.55,4.68,0.0,0.0,0.43,2.13,17.45,13.19,0.0,14.04,6.38,5.11,3.4,0.43,14.04,9.36,1.7,8.51,5.96,1.7,1.28,6.81,1.28,5.53,0.85,0.43,1.7,1.28,0.43,0.43,0.0,8.94,7.66,0.0,4.68,3.4,0.0,0.0,0.0,0.0,0.43,11.49,2.98,0.85,0.0,0.0,0.43,0.85,7.66,0.85,0.0,1.28,0.0,0.0,0.0,0.0,0.0,6.38,1.7,2.13,2.13,0.43,0.0,5.53,1.28,0.0,1.28,0.0,0.43,0.43,3.4,0.43,1.7,0.43,0.0,0.85,0.85,0.0,0.0,0.0,0.0,3.83,10.64,0.43,0.43,8.51,1.28,0.0,0.43,3.4,8.09,2.13,1.7,0.85,0.0,0.0,0.43,0.43,13.19,6.81,2.55,0.0,1.7,0.0,2.13,0
207,82.28,70.86,71.54,26.56,10.89,17.87,87.44,71.01,56.04,10.14,6.76,0.97,2.9,2.42,0.0,0.48,3.38,14.98,11.11,2.9,15.94,7.73,4.35,8.21,0.97,16.43,6.28,5.8,5.8,3.38,0.48,1.93,11.59,0.48,11.11,1.45,1.93,2.42,1.45,0.48,4.35,0.0,3.38,1.93,1.45,0.48,0.48,0.0,0.0,0.0,0.0,0.0,8.7,2.42,0.0,0.0,0.48,0.0,0.97,6.28,0.48,0.0,0.48,0.0,0.0,0.0,0.0,0.0,4.35,0.97,1.45,0.0,1.93,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,1.45,0.48,0.0,0.48,0.0,0.0,0.0,0.48,3.38,14.01,0.97,2.42,9.66,0.97,0.48,0.0,4.83,12.56,0.97,0.48,0.0,0.0,0.0,0.0,0.0,13.04,8.7,3.86,0.0,0.48,0.0,0.0,1
66,67.41,49.07,39.59,99.0,8.25,22.73,90.91,66.67,54.55,9.09,6.06,3.03,3.03,0.0,0.0,0.0,3.03,21.21,16.67,0.0,6.06,10.61,6.06,7.58,0.0,13.64,9.09,1.52,4.55,4.55,0.0,0.0,7.58,0.0,7.58,0.0,1.52,1.52,0.0,1.52,3.03,0.0,12.12,12.12,0.0,6.06,6.06,0.0,0.0,0.0,0.0,0.0,15.15,10.61,3.03,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,3.03,0.0,0.0,3.03,9.09,0.0,4.55,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.58,12.12,1.52,0.0,9.09,1.52,0.0,0.0,3.03,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,10.61,1.52,0.0,1.52,0.0,0.0,1
95,89.52,98.27,15.95,99.0,19.0,10.53,93.68,72.63,53.68,13.68,9.47,1.05,4.21,0.0,2.11,2.11,4.21,20.0,9.47,1.05,15.79,4.21,2.11,5.26,0.0,13.68,10.53,7.37,6.32,5.26,0.0,1.05,1.05,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.63,12.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.95,6.32,4.21,1.05,0.0,0.0,1.05,12.63,0.0,1.05,1.05,3.16,0.0,0.0,0.0,0.0,9.47,3.16,3.16,2.11,1.05,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,11.58,13.68,0.0,1.05,10.53,1.05,1.05,0.0,2.11,7.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37,5.26,0.0,0.0,0.0,0.0,2.11,1
186,80.16,7.14,99.0,14.36,18.6,18.28,87.63,69.89,53.76,14.52,13.44,10.75,0.0,0.0,0.0,2.69,1.08,15.59,8.6,0.54,16.13,6.99,2.15,5.38,1.08,16.67,4.84,1.08,3.23,0.0,1.08,2.15,8.6,0.54,8.06,1.61,1.61,1.08,3.23,0.54,1.61,0.0,4.84,2.15,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,1.08,0.0,0.0,0.0,0.0,0.0,5.38,0.0,0.0,0.0,0.0,1.61,0.0,0.0,1.61,8.06,0.54,1.61,5.38,1.08,0.0,1.61,0.54,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.54,0.0,0.54,0.54,0.0,0.0,0.0,0.0,1.08,6.45,18.28,2.69,2.15,12.37,0.0,0.0,1.08,4.3,8.06,1.61,0.54,0.0,0.0,0.0,0.0,0.0,8.06,5.38,1.61,0.0,0.0,1.08,0.0,0
105,90.77,20.47,84.92,97.84,13.13,21.9,91.43,74.29,59.05,10.48,6.67,6.67,0.0,0.0,0.0,0.0,3.81,19.05,14.29,0.95,18.1,6.67,6.67,7.62,0.0,13.33,7.62,3.81,0.95,0.0,0.95,0.0,6.67,0.0,6.67,0.95,0.95,0.95,0.95,1.9,0.95,0.0,6.67,6.67,0.0,2.86,2.86,0.0,0.0,0.0,0.0,0.0,5.71,1.9,0.0,0.0,0.0,0.95,0.0,3.81,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,10.48,0.95,2.86,3.81,3.81,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,6.67,15.24,0.0,0.95,14.29,0.0,0.0,0.0,0.95,6.67,0.95,0.0,0.0,0.0,0.0,0.0,0.0,13.33,7.62,5.71,0.0,0.0,0.0,0.0,0
93,41.62,76.43,98.45,20.23,93.0,8.6,96.77,77.42,56.99,13.98,9.68,4.3,2.15,1.08,0.0,2.15,4.3,13.98,7.53,3.23,10.75,4.3,9.68,8.6,1.08,15.05,6.45,7.53,5.38,5.38,0.0,0.0,11.83,3.23,8.6,1.08,0.0,2.15,3.23,1.08,1.08,0.0,2.15,1.08,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,3.23,0.0,0.0,0.0,1.08,2.15,9.68,1.08,2.15,1.08,0.0,0.0,0.0,0.0,0.0,6.45,0.0,5.38,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,9.68,21.51,1.08,4.3,17.2,0.0,0.0,0.0,4.3,7.53,1.08,0.0,3.23,0.0,3.23,0.0,0.0,33.33,32.26,1.08,0.0,0.0,0.0,0.0,1
