",",JJS,#,VB,RBR,PRP$,LS,NN,VBP,MD,VBG,EX,VBZ,RBS,JJ,.,JJR,NNPS,VBD,NNS,$,RP,``,IN,DT,TO,'',:,CC,VBN,PRP,WP,WDT,FW,NNP,UH,WRB,CD,PDT,SYM,POS,RB,label
9,0,0,12,1,1,0,27,2,4,2,0,0,0,4,7,0,0,13,2,0,0,0,23,17,10,0,0,5,5,17,1,0,0,1,0,0,2,0,0,0,14,1
7,0,0,4,0,2,0,30,0,3,0,2,0,0,13,10,0,0,23,7,0,1,0,26,20,0,1,0,9,6,19,2,0,0,8,0,1,2,0,0,0,16,0
11,0,0,9,0,10,0,50,1,4,2,0,3,0,19,14,1,0,17,3,0,1,0,27,25,8,3,0,4,2,10,0,1,0,8,0,3,0,0,0,0,16,0
1,1,0,6,0,12,0,41,3,1,1,2,1,0,15,12,0,0,9,1,0,0,0,18,18,5,0,0,5,1,12,0,0,2,15,1,1,4,0,0,1,7,0
12,0,0,9,0,6,0,45,1,4,0,1,3,0,26,15,1,0,26,9,0,0,0,18,30,4,0,0,8,4,17,0,4,0,4,0,2,4,0,0,0,24,0
1,0,0,4,0,1,0,17,3,2,1,0,3,0,10,7,0,0,5,4,1,0,0,7,16,2,0,0,6,0,6,0,0,0,4,0,1,1,0,0,0,2,1
8,0,0,7,0,2,0,26,6,2,1,0,2,0,19,14,0,0,16,5,0,1,0,17,22,6,0,0,7,1,25,0,1,0,3,0,0,0,4,0,0,12,1
0,0,0,1,0,3,0,14,0,0,0,1,1,0,5,5,0,0,6,2,0,0,0,4,5,1,0,0,3,0,4,0,0,0,1,0,0,0,0,0,0,4,0
4,0,0,6,1,11,0,32,1,3,4,0,1,0,12,16,1,0,24,1,0,0,0,15,21,6,0,1,7,2,18,1,1,0,8,0,0,0,0,0,0,19,0
4,0,0,1,0,3,0,14,2,1,0,0,0,0,7,6,0,0,10,3,0,0,0,9,11,1,0,0,4,0,4,0,0,1,3,0,0,0,0,0,1,4,0
5,0,0,4,0,1,0,25,2,1,0,3,2,0,11,9,0,0,11,6,0,2,0,15,14,2,0,3,5,0,8,0,1,2,5,0,0,0,0,0,0,12,1
3,0,0,5,0,2,0,10,3,2,0,0,1,0,10,6,0,0,3,6,0,0,0,7,9,4,0,0,9,1,3,0,0,0,0,0,0,0,0,0,0,7,0
2,0,0,2,0,1,1,28,1,1,3,1,4,0,14,11,1,0,9,6,1,0,0,20,26,3,0,0,4,3,6,0,0,0,2,0,1,4,0,0,0,6,1
7,0,0,2,1,3,0,22,0,2,3,0,2,0,15,11,1,0,12,7,0,0,0,12,19,3,0,0,6,2,7,0,1,0,7,0,0,0,0,0,0,10,0
5,1,0,2,0,4,0,24,1,0,2,0,7,0,12,9,0,0,7,9,0,0,0,25,26,3,0,0,6,3,6,1,1,0,13,0,0,3,0,0,0,5,1
12,1,0,12,0,0,2,42,12,5,4,3,10,0,19,16,1,0,5,14,0,1,0,32,32,5,0,1,16,0,23,2,0,0,4,0,1,4,2,0,0,22,1
0,2,0,5,0,3,0,19,1,2,3,0,2,0,10,6,0,0,0,1,0,1,0,12,10,2,0,0,3,2,5,1,1,0,2,0,1,1,0,0,1,1,0
2,1,0,1,0,0,0,8,0,0,0,0,2,0,6,4,0,0,4,4,0,0,0,5,6,2,0,0,4,0,3,0,0,0,1,0,0,1,1,0,0,5,0
6,3,0,12,2,2,0,81,10,4,5,3,8,0,27,18,2,1,33,16,4,1,0,68,53,11,1,6,14,15,33,3,4,2,20,0,0,11,0,1,1,30,1
3,0,0,4,0,2,0,40,1,1,1,2,2,0,25,12,0,0,17,5,0,1,0,21,25,2,1,1,12,2,8,0,0,0,4,0,0,4,0,0,0,13,1
9,0,0,1,0,1,0,29,0,0,0,1,2,0,19,9,0,0,11,6,0,1,0,11,21,0,0,1,6,0,5,2,0,2,2,0,1,0,0,0,0,6,1
2,1,0,2,1,0,0,21,4,2,5,2,4,0,13,8,3,0,9,6,0,0,0,16,22,0,0,0,9,0,8,0,0,0,5,0,0,0,1,0,0,11,0
6,0,0,6,0,1,0,26,3,2,4,1,2,2,9,4,0,0,1,7,0,0,0,11,13,5,0,0,5,2,5,0,1,0,5,0,0,1,0,0,0,1,0
21,0,0,13,0,8,0,78,1,5,8,0,2,0,14,10,0,0,21,6,3,2,0,52,41,3,1,1,13,7,15,1,3,0,14,0,1,9,0,0,0,18,1
10,0,0,3,0,2,0,20,0,2,1,0,0,0,7,6,0,0,12,4,0,0,0,9,13,3,0,0,6,2,11,0,0,0,3,0,1,0,0,0,0,9,1
5,0,0,3,0,1,0,9,0,1,1,0,3,0,9,6,1,1,5,5,0,0,0,7,10,1,0,0,5,1,4,0,0,0,7,0,0,2,0,0,0,3,1
3,0,0,3,0,2,0,10,3,1,1,0,4,0,9,5,0,0,4,2,0,0,0,7,6,1,0,0,3,0,8,0,0,0,1,0,0,1,0,0,0,9,1
8,0,0,6,0,2,0,42,4,2,2,0,4,0,18,13,0,0,14,9,0,0,0,27,27,5,0,0,8,3,16,0,1,0,7,0,0,1,1,0,0,14,0
5,0,0,3,0,0,0,16,4,1,0,0,0,0,10,3,0,0,2,5,0,0,0,8,13,3,0,1,3,0,3,0,0,0,2,0,0,0,0,0,0,3,1
6,2,0,9,0,5,0,32,4,4,2,1,3,0,11,17,0,0,21,8,0,0,0,28,31,5,0,0,11,5,15,0,2,1,14,0,0,6,0,0,3,24,0
7,1,0,8,1,7,0,26,3,3,3,2,0,0,4,8,0,0,17,4,0,0,0,21,17,5,0,0,7,8,20,0,0,0,6,0,4,3,0,0,1,11,0
4,0,0,2,0,3,0,16,0,2,1,0,0,0,13,8,0,0,9,8,0,0,0,12,11,3,0,0,6,3,4,0,1,0,4,0,0,1,0,0,0,11,1
4,1,0,3,0,1,0,21,0,1,3,1,1,0,8,7,0,0,15,3,0,0,0,16,21,4,0,0,6,5,9,0,0,0,0,0,0,0,0,0,0,11,0
1,1,0,5,1,1,0,18,4,3,1,0,0,0,7,5,0,0,7,2,0,1,0,13,12,2,0,0,4,0,12,0,0,0,0,0,1,0,0,0,0,5,0
3,0,0,1,0,0,0,12,0,1,1,0,4,0,11,6,0,0,3,9,0,0,0,5,10,2,0,0,4,3,2,0,1,0,4,0,0,0,0,0,0,7,0
7,0,0,4,0,2,0,21,2,1,1,0,4,0,11,9,0,0,12,3,0,0,0,18,14,2,0,0,5,5,11,0,2,0,6,0,0,1,0,0,0,9,0
5,0,0,6,0,1,0,14,0,1,1,0,2,0,4,5,0,0,7,4,0,1,0,6,6,5,0,0,5,1,8,1,0,0,1,0,2,0,0,0,0,10,1
6,0,0,7,1,0,0,34,2,2,1,0,5,0,21,27,3,2,17,19,0,2,0,27,35,7,1,0,10,7,12,1,0,1,13,0,0,5,1,0,2,15,1
3,0,0,4,0,1,0,11,1,1,0,0,2,0,8,8,0,1,0,0,0,0,0,13,7,3,0,1,4,3,2,0,0,0,12,0,2,1,0,0,1,5,1
0,0,0,4,0,1,0,13,0,0,0,0,0,0,7,4,0,0,8,4,0,0,0,7,5,3,0,0,5,1,5,0,0,0,1,0,0,2,0,0,0,5,1
9,1,0,9,1,9,0,45,1,3,7,1,1,0,15,14,0,0,21,11,0,2,0,31,24,5,1,0,11,4,14,0,2,0,7,0,1,7,0,0,0,15,1
25,0,0,14,0,3,0,26,5,3,5,0,2,0,11,19,0,0,23,9,0,5,0,18,19,10,0,0,8,6,35,1,0,0,7,0,1,6,0,0,0,20,1
5,0,0,16,0,9,0,63,11,8,4,1,11,0,30,21,1,0,18,11,0,7,0,34,44,8,6,10,11,6,22,1,1,8,9,0,5,1,0,3,3,15,1
0,0,0,6,0,3,0,28,5,2,2,0,4,0,4,6,0,0,4,0,0,0,0,16,13,2,0,3,4,0,11,0,0,0,4,0,3,1,0,0,0,7,1
4,0,0,8,0,0,0,15,1,3,0,0,1,0,15,5,1,0,3,3,0,0,0,15,13,6,0,0,6,0,5,0,0,0,6,0,0,0,1,0,0,4,0
1,0,0,0,1,1,0,7,1,0,1,0,1,0,4,3,0,0,2,1,0,0,0,1,6,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0
4,0,0,12,0,3,0,17,5,1,0,0,1,0,5,6,0,0,7,3,3,0,0,17,10,8,0,0,5,0,12,0,0,2,4,0,0,6,0,0,0,12,0
3,0,0,1,0,1,0,22,0,0,2,0,0,0,8,5,0,0,9,1,1,0,0,8,15,2,0,1,2,1,6,0,0,0,14,0,0,1,0,0,4,4,1
2,0,0,2,0,4,0,11,0,0,0,1,0,0,6,5,0,0,11,1,0,1,0,10,6,3,0,0,3,2,8,0,0,0,1,0,0,0,0,0,0,6,0
0,2,0,4,0,1,0,10,3,0,0,0,0,0,5,7,0,0,9,1,0,1,0,9,9,4,0,0,2,1,8,0,0,0,0,0,1,1,0,0,0,6,1
3,1,0,1,0,1,0,28,0,0,1,0,0,0,14,9,0,0,18,5,0,3,0,15,19,2,0,0,7,2,10,0,0,0,5,0,1,3,0,0,1,7,1
16,2,0,5,0,4,0,40,0,1,7,1,2,0,18,10,1,0,20,9,0,2,0,23,31,7,1,2,12,2,13,0,3,0,5,0,0,1,0,0,2,11,0
5,0,0,3,0,0,0,21,3,1,3,0,2,0,10,9,0,0,8,2,0,1,0,6,14,1,0,0,5,2,9,0,0,0,3,0,0,1,0,0,0,8,1
5,0,0,6,0,0,0,22,5,0,0,1,2,0,10,8,0,0,9,4,0,0,0,11,17,8,2,2,6,0,7,0,0,0,7,0,1,1,1,0,1,2,1
0,1,0,6,0,4,0,24,0,0,2,0,2,0,7,10,0,0,20,2,0,2,0,15,17,7,0,0,4,5,15,0,0,0,1,0,2,0,0,0,1,16,0
4,1,0,9,0,4,0,23,0,2,5,0,0,0,13,12,0,0,24,7,0,2,0,20,22,8,0,1,7,4,19,2,1,0,8,0,3,3,0,0,1,12,0
15,0,0,5,0,2,0,31,10,2,3,0,4,0,12,9,1,0,3,10,0,0,0,14,15,6,0,2,3,6,12,0,1,0,4,0,0,3,1,0,1,13,1
4,0,0,1,1,0,0,24,0,1,1,0,0,0,14,5,1,0,12,4,0,0,0,6,10,0,0,8,6,0,6,0,1,0,3,0,0,3,0,0,0,11,1
4,0,0,3,0,1,0,12,1,2,0,0,1,0,11,9,0,0,8,3,0,0,0,5,10,0,0,0,2,1,6,0,0,0,4,0,1,1,0,0,0,12,0
4,0,0,4,0,0,0,11,3,1,0,2,3,0,6,5,0,0,5,5,2,0,0,9,8,2,0,0,4,1,5,0,1,0,2,1,3,2,0,0,0,8,0
2,1,0,2,0,2,0,24,6,0,1,0,2,0,5,13,0,0,7,8,1,0,0,12,20,1,0,0,5,2,10,0,0,0,4,0,0,7,0,0,0,16,1
3,0,0,3,0,2,1,21,1,1,3,0,4,0,10,2,1,0,2,4,0,0,0,13,11,2,0,2,4,1,1,0,0,0,3,0,0,1,0,0,0,10,1
4,1,0,3,1,0,0,34,1,1,2,1,2,0,16,17,1,2,14,6,1,0,0,24,35,4,0,1,11,6,4,1,2,1,15,0,0,4,0,0,1,14,1
6,0,0,13,0,5,0,31,1,6,2,0,0,0,14,17,1,1,20,3,0,6,0,19,18,8,0,0,7,10,17,0,0,0,10,0,1,2,0,0,0,18,1
5,0,0,6,0,0,0,19,2,4,2,0,4,0,9,9,1,0,2,5,1,0,0,13,14,3,0,1,6,0,7,1,0,0,4,0,0,7,1,0,1,7,1
0,0,0,6,0,3,0,13,3,1,0,0,2,0,4,6,0,0,5,7,0,0,0,8,13,3,0,0,5,3,7,0,0,0,7,0,1,0,0,0,0,6,0
2,0,0,1,1,4,0,13,0,1,0,0,1,0,3,4,0,0,6,1,0,0,0,8,8,0,0,0,5,6,3,0,0,0,1,0,0,0,0,0,0,3,1
11,0,0,6,1,8,0,28,0,1,3,0,0,0,13,8,1,0,12,12,0,1,0,22,19,4,1,0,4,6,7,1,0,2,7,0,1,0,1,0,0,6,0
2,0,0,3,0,1,0,11,2,1,1,1,3,0,7,6,0,0,4,3,0,0,0,7,11,2,0,0,5,3,2,0,0,0,7,0,0,2,0,0,0,5,1
6,0,0,7,0,6,0,28,3,0,3,3,0,0,11,8,2,0,13,10,1,3,0,19,18,6,0,1,8,5,8,0,1,0,2,0,1,1,0,0,0,7,0
15,0,0,14,0,2,0,32,1,4,5,0,2,0,7,11,2,0,17,5,0,1,0,26,24,10,0,2,9,6,23,0,0,0,7,2,1,5,0,0,2,14,1
7,0,0,3,1,1,0,21,0,3,8,0,0,0,14,8,0,0,11,4,0,2,0,13,12,3,1,0,5,1,11,0,0,0,1,0,1,0,1,0,0,10,0
3,1,0,0,0,0,0,7,1,0,0,0,0,0,5,4,0,0,4,1,0,0,0,4,4,1,0,0,2,3,2,0,0,0,1,0,0,2,0,0,0,0,1
2,0,0,2,0,1,0,9,2,1,0,1,0,0,8,3,0,0,1,3,0,1,0,4,4,0,0,0,3,1,2,0,0,0,2,1,0,0,0,0,0,3,1
6,0,0,2,0,3,0,16,1,1,1,1,2,0,8,8,0,0,11,2,0,1,0,10,10,1,0,1,3,1,9,0,0,2,6,0,1,1,0,0,0,10,0
0,0,0,1,0,1,0,9,2,0,1,0,2,0,4,1,0,0,2,5,0,0,0,2,6,0,0,0,5,0,2,0,0,0,2,0,0,0,0,0,0,1,1
1,0,0,4,0,2,0,17,2,0,3,0,3,0,6,5,1,0,3,2,0,0,0,11,10,2,0,0,5,2,6,0,1,0,9,0,1,0,0,0,0,6,1
6,1,0,3,0,1,0,17,1,1,2,1,3,0,9,8,2,0,10,6,0,2,0,18,14,2,1,0,4,1,14,1,1,0,5,0,0,0,0,0,0,7,0
5,1,0,5,1,2,0,15,3,3,1,0,0,0,10,10,0,0,10,7,0,0,0,14,16,2,0,0,4,3,11,0,0,0,8,0,0,1,0,0,0,7,0
6,0,0,3,0,2,0,21,1,3,0,0,3,0,14,8,0,0,7,4,0,0,0,11,16,3,1,0,8,0,7,0,0,0,10,0,0,0,0,0,0,9,0
1,1,0,6,0,2,0,16,4,3,0,0,1,1,10,7,0,0,6,3,0,0,0,15,14,4,0,0,5,4,12,0,0,0,6,0,0,2,0,0,0,9,0
0,0,0,6,0,2,0,35,1,0,1,0,4,0,13,10,1,0,13,2,4,0,0,23,18,5,0,0,4,0,12,0,1,0,7,0,0,7,0,0,0,13,1
3,0,0,5,0,6,0,21,3,3,2,0,3,0,6,8,1,0,6,6,0,1,0,15,13,2,0,0,1,2,10,0,1,1,7,0,1,3,0,0,2,6,1
0,0,0,3,0,0,1,22,2,0,1,0,0,0,3,9,0,0,12,1,0,0,0,11,12,2,0,0,6,4,4,0,0,0,2,0,1,1,0,0,0,10,1
7,0,1,5,0,0,0,23,6,1,2,0,1,0,16,12,1,0,7,6,0,0,0,14,17,3,0,0,6,0,8,0,1,0,12,0,1,1,0,0,2,7,1
3,0,0,1,0,3,0,25,2,1,0,0,3,1,11,6,0,0,5,4,0,0,0,15,15,0,0,0,6,1,4,0,0,0,6,0,1,3,0,0,4,6,1
6,0,0,3,0,0,0,19,0,2,1,1,4,0,12,4,0,0,2,7,0,1,0,11,12,2,0,0,6,0,4,0,0,0,6,0,0,3,0,0,0,5,1
5,1,0,5,0,8,0,24,1,1,2,0,3,1,16,9,0,0,13,3,0,0,0,20,20,8,0,0,6,4,10,2,2,0,9,0,0,0,3,0,1,5,0
21,0,0,13,0,8,0,42,2,2,6,1,3,0,23,16,0,0,18,13,0,0,0,24,35,13,1,0,7,6,13,2,0,0,12,0,1,2,0,0,1,11,0
2,1,0,1,0,2,0,21,0,0,0,0,1,0,8,7,0,0,6,2,0,0,0,8,14,2,0,0,4,0,3,0,0,0,2,0,0,0,0,0,0,3,1
9,1,0,11,0,9,0,29,0,1,2,0,1,0,11,12,0,0,28,7,0,1,0,25,24,16,1,1,8,8,21,1,0,2,10,0,2,5,0,0,0,10,0
2,1,0,5,0,1,0,18,3,1,3,1,3,0,9,7,0,0,8,4,0,0,0,14,11,1,0,1,5,6,6,0,0,0,5,0,0,0,0,0,1,17,0
5,2,0,2,1,2,0,12,2,1,1,1,3,0,3,4,0,0,1,6,0,0,0,9,7,2,0,2,2,0,3,0,0,0,5,0,0,0,0,0,0,2,0
0,0,0,10,0,9,0,37,2,1,3,1,0,0,13,11,1,0,25,7,0,3,0,27,21,11,0,0,10,12,18,2,2,0,3,0,0,6,0,0,0,19,0
7,0,0,1,0,1,0,29,0,1,1,0,4,0,18,9,0,0,14,8,0,0,0,23,27,0,0,0,7,4,1,1,1,0,2,0,0,0,0,0,0,14,0
3,1,0,9,0,2,0,22,1,1,2,0,9,0,7,6,0,0,0,1,0,1,0,18,16,8,0,0,3,2,6,0,0,0,5,0,2,1,0,0,0,10,0
3,1,0,4,0,2,0,35,5,1,4,0,5,0,14,14,0,0,8,9,0,0,0,21,15,1,0,7,4,3,5,0,3,8,15,0,0,4,0,1,1,11,1
2,0,0,5,0,2,0,22,5,1,0,0,8,0,10,6,0,0,1,2,0,1,0,13,12,5,0,0,8,0,9,0,0,0,4,0,2,0,0,0,0,7,0
13,0,0,10,1,7,0,54,2,3,6,2,3,0,21,20,3,1,35,18,0,5,0,34,41,9,4,0,12,6,24,1,5,0,9,0,1,3,2,0,1,20,0
0,0,0,2,1,0,0,9,0,2,0,0,0,0,7,6,0,0,8,2,0,0,0,5,8,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,8,1
3,0,0,5,0,1,1,8,1,3,2,0,0,1,6,3,0,1,3,3,0,0,0,5,5,3,0,0,2,0,4,0,0,0,4,0,0,0,0,0,0,5,0
1,0,0,1,0,1,0,9,1,0,0,0,1,0,9,5,0,0,1,3,0,0,0,8,7,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,2,0
4,0,0,9,0,3,0,32,6,5,2,0,8,1,20,10,0,0,1,5,0,3,0,13,23,5,1,0,7,3,12,0,0,0,4,0,0,0,2,0,0,6,0
4,1,0,5,0,0,0,15,4,1,1,0,6,0,7,3,0,0,3,2,0,0,0,9,13,4,0,0,4,6,8,2,0,0,3,0,1,0,1,0,0,6,0
3,0,0,3,0,5,0,23,0,1,0,1,1,0,9,6,0,0,9,3,0,0,0,11,13,3,0,1,4,0,4,0,0,0,6,0,1,0,0,0,0,7,0
4,0,0,12,0,2,0,32,0,2,5,1,0,0,11,17,0,0,19,10,0,3,0,22,21,12,0,0,8,4,19,1,0,1,2,0,2,3,0,0,0,5,1
1,0,0,5,1,1,0,13,2,2,3,0,2,0,11,6,0,0,4,1,0,0,0,6,9,5,0,0,2,2,7,0,0,1,1,0,0,0,0,0,0,7,0
18,0,0,19,1,8,0,42,7,3,5,2,0,0,22,17,0,0,32,12,0,0,0,39,34,16,0,0,9,7,34,2,0,1,6,0,2,5,0,0,1,34,0
5,0,0,2,0,4,0,25,1,0,0,0,2,0,11,13,0,2,10,4,0,0,0,8,16,0,0,1,8,1,7,0,0,0,18,0,1,1,0,0,0,4,1
0,0,0,4,0,2,0,15,1,1,0,0,0,0,4,5,0,0,7,2,0,0,0,8,13,3,0,0,6,2,2,1,1,0,3,0,0,1,1,0,0,6,1
21,1,0,19,1,8,0,77,7,3,9,5,2,0,35,24,1,0,49,14,0,5,0,46,41,13,0,0,25,14,45,3,4,0,4,0,4,1,0,0,2,37,1
3,1,0,1,0,2,0,15,1,0,1,0,0,0,7,5,0,0,5,1,0,0,0,5,11,1,0,1,5,2,1,0,0,2,2,0,0,1,0,0,0,5,1
2,0,0,2,0,1,0,6,1,1,1,0,0,0,8,7,0,0,7,2,0,0,0,1,6,2,0,0,4,0,4,0,0,0,5,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,8,0,1,1,0,0,0,3,3,0,0,2,0,0,0,0,4,5,0,0,0,3,1,2,0,0,0,3,0,0,0,0,0,0,3,0
3,0,0,6,0,4,0,25,3,1,3,0,4,0,11,10,0,0,13,4,0,2,0,20,21,6,0,0,9,2,11,0,1,0,8,0,0,3,0,0,0,8,0
3,0,0,5,0,4,0,19,1,1,2,0,2,0,13,6,0,0,7,4,0,0,0,10,14,5,0,0,5,0,7,0,0,0,2,0,1,0,0,0,0,10,0
6,0,0,5,0,2,0,26,5,2,1,1,6,1,16,12,0,0,4,4,0,0,0,12,17,1,0,0,4,1,11,0,1,0,2,0,3,0,0,0,0,15,0
13,1,0,15,2,12,0,47,2,3,2,1,2,0,15,17,1,0,33,10,1,0,0,39,27,14,0,2,20,21,29,0,0,0,10,0,2,7,0,0,1,23,1
0,0,0,1,0,2,0,7,1,0,1,1,0,0,5,5,0,0,8,3,0,0,0,5,4,0,0,0,4,2,5,0,0,0,0,0,1,0,0,0,0,5,0
11,1,0,9,0,6,0,29,5,2,2,0,5,1,34,17,0,0,23,10,0,0,0,17,26,7,0,0,21,4,18,1,1,0,14,0,1,0,1,0,1,16,0
4,0,0,5,0,1,0,7,2,2,1,0,2,0,9,8,0,0,4,1,0,0,0,1,4,4,0,0,4,1,6,0,0,0,4,0,0,0,0,0,0,11,1
0,0,0,7,0,5,0,20,4,3,2,0,3,0,5,8,2,0,6,3,0,1,0,8,12,4,1,0,6,3,9,0,1,0,5,0,1,4,0,0,0,9,1
1,0,0,3,0,3,0,16,2,0,1,1,0,0,2,4,0,0,8,5,0,0,0,6,11,4,0,0,4,4,7,0,0,0,1,0,0,0,0,0,0,4,1
7,0,0,10,0,12,0,51,2,4,2,0,1,0,9,18,0,0,29,8,1,1,0,33,33,7,2,1,11,8,26,0,0,0,1,0,1,2,0,0,0,15,1
6,0,0,14,0,6,0,30,4,2,3,1,1,0,7,15,0,0,15,11,0,1,0,21,22,4,2,0,8,0,16,0,0,2,6,0,1,6,0,0,1,18,1
5,1,0,6,0,0,0,13,0,3,1,0,1,0,3,5,1,0,9,6,0,0,0,6,12,5,1,3,1,3,9,0,0,1,1,0,2,4,0,0,0,10,0
10,0,0,4,0,0,0,31,0,2,3,1,2,0,11,10,0,0,8,3,0,1,0,17,20,4,0,0,3,3,6,0,0,0,12,0,0,1,0,0,2,12,1
12,2,0,18,0,5,0,46,6,1,13,0,0,0,5,11,0,0,19,6,0,1,0,47,36,14,1,0,7,3,20,1,0,2,12,0,3,2,0,0,0,17,1
1,0,0,2,0,0,0,9,0,2,1,0,3,0,6,1,0,0,0,2,0,0,0,4,4,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,3,1
3,0,0,4,0,0,0,15,3,3,0,0,3,0,6,6,1,0,5,1,0,0,0,11,12,1,1,0,7,4,6,0,0,2,6,0,1,1,0,0,0,6,0
2,0,0,5,0,0,0,20,3,2,1,2,4,0,15,8,0,0,5,6,0,0,0,14,14,3,0,3,7,4,11,0,0,0,2,0,1,4,0,1,0,9,1
10,0,0,6,0,0,0,34,1,0,1,0,1,0,20,10,2,0,15,3,2,0,0,24,26,1,0,1,7,3,11,0,1,0,5,0,0,4,0,3,0,3,1
6,0,0,10,0,8,2,30,2,4,6,0,1,0,9,6,3,0,9,1,0,0,0,17,14,4,0,0,10,1,12,1,1,3,6,0,1,0,1,0,0,21,0
5,0,0,5,0,2,0,20,1,3,1,0,4,0,14,8,1,0,7,1,0,0,0,9,12,1,0,1,7,3,8,0,0,0,1,0,0,0,0,1,0,8,0
9,0,0,3,0,3,0,38,1,1,1,1,8,0,15,10,0,0,10,5,0,0,0,23,18,4,0,2,8,1,9,1,0,0,22,0,0,1,0,0,1,14,1
5,0,0,5,0,3,0,26,4,0,1,0,4,0,10,19,0,0,9,4,0,1,0,12,19,4,0,0,4,1,11,0,1,2,1,0,3,1,1,0,0,9,1
25,1,0,4,0,9,0,53,3,3,3,0,4,1,24,11,1,0,10,17,0,0,0,41,30,4,0,3,14,7,11,0,0,0,9,0,1,0,0,0,3,16,0
20,0,0,6,0,0,1,24,3,1,2,0,1,0,13,13,1,0,17,10,1,0,0,17,22,4,0,1,7,7,10,0,1,0,5,0,0,9,0,0,0,10,1
5,0,0,4,0,1,0,19,1,1,1,1,3,0,10,11,0,0,9,3,0,0,0,8,10,5,0,1,2,1,13,0,0,0,4,0,1,0,0,0,0,10,1
1,0,0,5,0,2,0,31,6,3,2,1,3,0,10,15,0,0,10,1,0,0,0,19,17,0,0,0,3,6,14,0,2,0,0,0,3,6,0,0,1,7,1
4,0,0,2,0,4,0,12,0,1,0,0,2,0,10,4,0,0,7,0,1,0,0,5,6,1,0,0,4,0,5,0,0,0,1,0,0,1,0,0,0,8,0
1,0,0,3,0,0,0,11,1,1,0,0,1,0,4,5,0,0,2,4,0,0,0,5,7,4,0,0,4,1,3,0,0,0,2,0,0,2,0,0,0,5,1
2,1,0,1,1,4,0,9,0,1,0,0,0,0,3,4,0,0,6,1,0,0,0,7,6,0,1,0,2,2,4,1,0,0,3,0,1,0,0,0,0,6,0
3,0,0,2,0,2,2,4,0,0,0,0,0,0,4,1,0,0,5,0,0,0,0,2,1,2,0,0,2,0,1,0,0,1,6,0,0,0,0,0,0,1,0
18,0,0,12,0,7,0,47,4,3,13,0,3,0,10,18,0,0,30,8,0,2,0,44,29,11,1,2,8,9,27,1,1,0,4,0,3,3,1,0,0,28,1
5,1,0,8,0,8,0,31,0,2,2,0,0,0,14,10,1,0,13,10,0,1,0,18,23,3,0,0,7,1,4,0,0,0,11,0,0,2,1,0,0,8,0
6,0,0,2,0,2,0,28,3,1,1,0,5,0,17,7,0,0,0,6,0,0,0,9,18,0,0,0,5,0,2,0,1,0,4,0,0,1,0,0,1,2,0
5,0,0,5,0,2,0,25,2,1,2,0,6,0,10,12,1,0,6,6,2,2,0,22,21,5,0,0,7,5,10,1,0,0,3,0,0,4,1,0,0,13,1
5,0,0,0,0,2,0,22,6,0,1,0,8,0,15,6,0,0,0,2,0,0,0,14,12,0,0,0,4,3,5,0,0,0,3,0,0,0,0,0,0,5,1
9,0,0,11,0,10,0,76,7,4,5,3,1,0,21,24,0,0,43,14,0,3,0,47,46,16,0,1,14,8,35,0,3,0,15,1,3,15,1,0,0,25,1
5,0,0,6,0,0,0,14,6,1,0,3,6,1,6,6,0,0,0,10,0,0,0,9,15,6,0,0,8,1,4,1,1,0,6,0,0,2,0,0,0,4,0
6,2,0,4,0,1,0,20,4,2,1,0,4,0,9,7,1,0,0,4,0,0,0,12,14,4,1,0,6,2,3,1,0,0,7,0,0,2,0,0,1,4,0
5,0,0,2,0,1,0,13,3,0,2,0,5,0,5,4,1,0,3,4,0,0,0,14,8,3,0,0,3,1,10,1,0,0,2,0,0,1,1,0,0,7,0
4,0,0,5,0,2,0,12,5,1,1,2,3,0,11,4,0,0,0,2,0,1,0,7,3,3,0,0,2,1,3,1,0,0,3,0,0,0,0,0,0,9,0
0,2,0,1,0,2,0,17,1,1,1,0,4,0,5,4,0,0,1,2,1,0,0,6,9,2,0,0,3,2,1,1,0,0,1,0,0,1,0,0,2,3,1
28,1,0,18,0,4,0,55,7,7,4,1,5,0,17,24,1,0,30,14,0,2,0,35,32,9,0,2,11,6,38,1,5,0,5,2,2,6,0,2,0,39,0
0,0,0,2,0,2,0,6,1,1,0,0,3,0,7,4,0,0,1,3,0,0,0,2,5,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,6,1
0,0,0,5,0,3,0,24,2,2,0,0,1,0,12,6,1,0,7,3,0,0,0,9,19,3,0,0,6,0,4,0,1,0,4,0,0,1,0,0,0,5,0
10,0,0,7,0,8,0,44,2,2,2,0,1,0,20,8,0,0,13,9,0,0,0,23,22,4,0,1,16,1,9,0,3,0,9,0,0,2,0,0,0,7,0
10,0,0,5,0,2,0,23,2,3,3,0,1,1,20,11,0,0,12,11,0,0,0,18,21,4,0,0,5,0,8,0,0,2,10,0,1,0,0,0,0,11,1
1,0,0,4,0,3,0,21,0,1,1,0,0,0,7,8,0,0,8,2,0,0,0,13,15,2,0,0,6,0,5,0,0,0,7,0,0,0,0,0,0,5,0
