",",JJS,#,VB,RBR,PRP$,LS,NN,VBP,MD,VBG,EX,VBZ,RBS,JJ,.,JJR,NNPS,VBD,NNS,$,RP,``,IN,DT,TO,'',:,CC,VBN,PRP,WP,WDT,FW,NNP,UH,WRB,CD,PDT,SYM,POS,RB,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,label
0,2,0,1,0,1,0,19,5,0,1,0,4,0,9,7,0,0,2,6,0,0,0,15,13,1,0,0,3,2,7,0,0,0,2,0,0,4,0,0,0,5,102,79.1,9.95,60.65,98.21,14.57,19.61,91.18,75.49,61.76,13.73,7.84,7.84,0.0,0.0,0.0,0.0,5.88,20.59,11.76,4.9,14.71,9.8,2.94,3.92,1.96,16.67,9.8,5.88,1.96,0.98,0.98,0.0,5.88,1.96,3.92,0.98,0.0,0.98,0.0,0.0,1.96,0.0,6.86,6.86,0.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,7.84,2.94,0.98,0.0,0.0,0.0,0.98,4.9,2.94,0.0,0.98,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,1.96,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78,10.78,0.0,0.0,8.82,1.96,0.0,0.0,0.98,3.92,5.88,1.96,0.0,0.0,0.0,0.0,0.0,6.86,6.86,0.0,0.0,0.0,0.0,0.0,0
0,0,0,4,0,1,0,19,3,2,2,0,2,0,6,10,1,0,12,4,0,1,0,18,18,3,0,0,3,5,12,3,0,0,5,0,0,0,1,0,0,10,134,77.22,62.2,81.87,42.34,13.4,11.19,94.78,79.1,65.67,13.43,8.21,2.24,4.48,0.75,0.0,0.75,5.22,17.16,11.19,0.75,17.91,11.19,2.24,5.22,3.73,20.15,7.46,5.97,6.72,5.22,1.49,0.0,10.45,2.24,8.21,0.75,0.0,1.49,1.49,0.0,4.48,0.0,2.99,2.24,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94,2.99,0.0,0.0,0.0,0.0,1.49,8.96,0.75,0.75,0.0,0.75,1.49,0.0,0.0,1.49,6.72,0.0,2.99,2.24,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,2.99,7.46,20.15,2.99,0.75,14.18,4.48,0.75,0.0,2.24,11.19,1.49,0.0,0.0,0.0,0.0,0.0,0.0,8.21,7.46,0.0,0.0,0.0,0.75,0.0,0
0,0,0,0,0,1,0,6,0,0,0,0,0,0,5,3,0,0,3,1,0,0,0,2,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,25,63.53,63.73,13.33,99.0,8.33,28.0,84.0,68.0,52.0,8.0,8.0,4.0,0.0,0.0,0.0,4.0,0.0,16.0,12.0,0.0,8.0,12.0,4.0,8.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,12.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,8.0,0.0,0.0,0
6,0,0,4,0,3,0,12,2,1,2,0,2,0,8,6,0,0,6,5,0,1,0,11,10,4,1,0,5,1,8,0,0,0,7,0,1,1,0,0,1,6,97,68.21,52.36,98.99,68.9,13.86,13.4,87.63,73.2,57.73,12.37,7.22,3.09,4.12,0.0,0.0,0.0,5.15,16.49,9.28,2.06,15.46,7.22,7.22,8.25,0.0,15.46,7.22,6.19,6.19,5.15,1.03,0.0,9.28,1.03,8.25,1.03,0.0,0.0,3.09,0.0,4.12,0.0,3.09,3.09,0.0,1.03,1.03,0.0,0.0,0.0,0.0,0.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,5.15,1.03,0.0,1.03,0.0,0.0,0.0,0.0,0.0,8.25,2.06,4.12,0.0,2.06,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,8.25,14.43,0.0,3.09,12.37,0.0,0.0,0.0,7.22,5.15,3.09,1.03,0.0,0.0,0.0,0.0,0.0,17.53,6.19,6.19,0.0,0.0,5.15,0.0,1
6,0,0,9,0,3,1,25,6,1,4,1,1,0,9,12,0,0,0,3,0,1,0,8,8,8,0,8,3,0,9,0,1,2,0,2,0,1,0,4,0,8,110,58.76,61.66,99.0,5.35,9.17,5.45,91.82,69.09,53.64,14.55,12.73,6.36,3.64,2.73,0.0,0.0,1.82,11.82,6.36,2.73,15.45,8.18,5.45,6.36,0.91,19.09,2.73,1.82,3.64,3.64,0.0,0.0,5.45,0.91,4.55,0.0,0.0,0.91,0.91,0.0,3.64,0.0,3.64,0.0,1.82,1.82,0.0,1.82,0.91,0.0,0.91,1.82,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27,0.91,2.73,2.73,0.91,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,3.64,0.0,5.45,0.0,0.0,0.0,0.0,0.0,0.0,7.27,20.91,0.0,0.0,20.91,0.0,0.0,0.0,2.73,0.0,5.45,3.64,4.55,1.82,0.91,1.82,0.0,32.73,5.45,5.45,5.45,2.73,3.64,10.0,1
2,0,0,12,0,8,1,34,1,3,0,0,1,0,10,13,1,0,25,6,0,0,0,22,19,6,1,0,8,3,22,0,0,1,6,0,1,0,0,0,1,13,203,40.58,1.0,93.8,50.47,15.62,11.33,88.18,76.35,61.08,18.72,13.79,11.33,0.99,0.0,0.0,1.48,4.93,16.26,7.88,0.49,13.79,9.36,1.97,6.9,4.43,19.21,6.4,3.94,2.46,1.48,0.99,0.0,13.3,1.97,9.85,1.97,0.49,1.48,0.49,0.49,4.93,0.0,2.96,2.46,0.49,0.49,0.49,0.0,0.0,0.0,0.0,0.0,5.91,2.96,0.49,0.49,0.0,0.0,0.49,2.96,0.0,0.0,0.0,0.0,1.48,0.0,0.0,1.48,4.43,0.0,1.97,0.49,1.97,0.0,2.96,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.49,0.99,0.0,0.49,1.48,0.0,0.0,0.0,0.99,0.0,4.93,12.32,0.99,0.99,6.9,1.97,0.0,1.48,1.97,14.29,1.48,0.0,0.0,0.0,0.0,0.0,0.0,9.36,6.4,0.99,0.0,0.0,1.97,0.0,0
0,0,0,5,0,2,0,8,4,3,2,0,2,0,3,6,3,0,2,2,0,1,0,11,7,1,0,0,4,3,7,1,0,0,8,0,0,1,0,0,0,7,86,54.36,9.66,82.44,87.73,14.33,18.6,84.88,73.26,58.14,13.95,9.3,6.98,0.0,2.33,0.0,0.0,4.65,11.63,6.98,0.0,15.12,10.47,4.65,5.81,2.33,19.77,5.81,2.33,2.33,0.0,2.33,0.0,12.79,0.0,12.79,1.16,0.0,2.33,3.49,4.65,3.49,0.0,6.98,5.81,1.16,3.49,2.33,1.16,0.0,0.0,0.0,0.0,5.81,2.33,0.0,0.0,0.0,0.0,1.16,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81,2.33,1.16,1.16,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,9.3,11.63,0.0,1.16,8.14,1.16,0.0,1.16,4.65,3.49,3.49,2.33,0.0,0.0,0.0,0.0,0.0,8.14,6.98,0.0,0.0,0.0,1.16,0.0,0
3,0,0,0,0,1,0,15,0,0,1,0,2,0,12,9,0,0,7,4,1,0,0,7,11,2,0,0,6,2,3,0,0,2,9,0,0,2,1,0,0,10,96,73.36,34.13,39.59,91.93,10.67,18.75,85.42,66.67,51.04,5.21,2.08,2.08,0.0,0.0,0.0,0.0,3.13,14.58,10.42,4.17,10.42,8.33,8.33,7.29,0.0,12.5,10.42,5.21,3.13,1.04,2.08,0.0,4.17,1.04,3.13,1.04,0.0,0.0,0.0,2.08,0.0,0.0,5.21,5.21,0.0,4.17,4.17,0.0,0.0,0.0,0.0,0.0,4.17,3.13,1.04,1.04,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,1.04,2.08,2.08,1.04,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,8.33,10.42,0.0,1.04,9.38,0.0,0.0,0.0,3.13,7.29,2.08,0.0,0.0,0.0,0.0,0.0,0.0,16.67,9.38,3.13,0.0,0.0,0.0,4.17,1
9,0,0,15,0,4,0,39,2,5,2,1,0,0,25,20,2,0,31,8,0,2,0,30,36,6,0,0,6,2,25,1,3,0,4,0,1,5,0,0,0,27,273,43.61,1.0,93.28,41.89,13.65,10.99,96.34,79.12,64.84,14.65,9.52,7.69,0.0,0.0,0.73,1.1,5.13,20.88,10.99,4.76,11.72,11.72,5.49,6.23,3.3,18.32,10.99,9.52,1.47,0.0,0.73,0.73,12.45,0.37,11.36,0.73,1.1,2.2,1.1,0.37,6.23,0.0,4.4,2.93,1.47,2.2,1.47,0.73,0.0,0.37,0.0,0.0,6.59,2.93,0.0,0.0,0.37,0.37,1.47,2.2,0.0,0.0,0.0,1.1,1.47,0.0,0.0,1.47,8.79,0.73,2.2,4.4,2.2,0.0,0.73,0.37,0.37,0.0,0.0,0.0,0.0,0.37,0.0,1.1,0.0,0.0,1.47,0.37,0.0,0.0,0.37,0.0,8.42,10.62,0.0,1.47,9.16,0.0,0.0,0.37,4.03,12.82,0.0,0.37,0.0,0.0,0.0,0.0,0.0,13.92,7.33,3.3,0.0,0.0,3.3,0.0,1
10,0,0,5,0,1,0,33,1,4,4,0,6,0,23,12,0,1,10,6,0,0,0,18,26,3,1,0,8,2,10,1,0,0,8,0,0,0,0,0,0,14,178,67.22,63.34,20.01,98.9,14.83,22.47,85.96,70.22,56.18,9.55,5.06,0.56,2.25,0.56,0.0,1.12,4.49,16.29,13.48,0.56,10.67,9.55,7.3,6.74,1.69,14.61,9.55,2.81,4.49,4.49,0.0,0.0,12.92,1.69,11.24,0.0,0.0,2.81,3.37,1.69,4.49,0.0,8.43,7.87,0.56,2.25,2.25,0.0,0.0,0.0,0.0,0.0,13.48,5.62,3.93,0.56,0.0,0.0,0.56,7.87,0.0,0.0,0.56,0.56,0.0,0.0,0.0,0.0,5.06,1.69,1.69,1.69,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.56,0.0,1.69,0.0,0.56,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,3.93,9.55,0.0,3.37,5.06,1.12,0.56,0.0,2.81,7.3,3.93,0.0,0.0,0.0,0.0,0.0,0.0,17.98,5.06,5.62,0.0,1.69,2.25,3.37,1
17,1,0,15,0,9,0,56,10,5,4,3,1,0,35,22,0,0,32,20,0,1,0,42,46,15,0,1,16,9,32,1,2,0,30,0,3,5,0,0,4,32,424,53.73,87.16,22.27,91.8,19.27,20.05,81.6,68.4,57.55,12.97,9.2,2.83,5.42,0.24,0.24,0.24,3.77,16.75,8.96,1.42,12.26,8.96,7.31,6.84,0.47,14.86,5.9,3.54,7.31,6.37,0.94,0.0,9.2,0.71,8.49,2.12,1.65,1.18,1.18,1.42,1.42,0.0,5.19,5.19,0.0,2.59,2.59,0.0,0.0,0.0,0.0,0.0,11.56,3.07,0.71,0.0,0.0,0.0,0.24,8.25,0.47,0.24,0.47,0.47,0.94,0.0,0.0,0.94,4.25,2.59,0.71,0.94,0.0,0.0,1.89,0.24,0.0,0.24,0.0,0.24,0.0,1.42,0.0,0.0,0.47,0.47,0.0,0.0,0.0,0.0,0.0,0.0,4.95,8.02,0.0,0.71,6.13,0.24,0.0,0.47,2.12,7.78,1.65,1.42,0.0,0.0,0.0,0.0,0.0,12.5,4.48,4.01,0.0,0.71,1.42,1.89,0
2,1,0,4,0,1,0,14,0,2,0,1,1,0,11,7,0,0,11,3,0,0,0,11,18,3,0,0,6,0,3,0,0,0,7,0,0,3,0,0,1,9,109,73.55,66.98,45.04,93.66,15.57,11.01,87.16,72.48,57.8,6.42,3.67,0.0,3.67,0.0,0.0,0.0,2.75,19.27,13.76,1.83,11.01,9.17,8.26,9.17,0.0,14.68,9.17,5.5,6.42,3.67,1.83,0.92,7.34,0.0,7.34,0.92,0.0,1.83,2.75,0.92,2.75,0.0,7.34,6.42,0.92,3.67,2.75,0.92,0.0,0.92,0.0,0.0,5.5,1.83,0.0,0.0,0.92,0.0,0.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.34,0.92,2.75,2.75,0.92,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26,12.84,0.92,0.92,10.09,0.92,0.0,0.0,4.59,10.09,0.92,0.0,0.0,0.0,0.0,0.0,0.0,9.17,6.42,1.83,0.0,0.0,0.92,0.0,1
7,0,0,10,0,5,0,27,5,4,5,0,1,0,20,12,0,1,9,7,0,0,0,21,17,5,0,0,7,2,17,3,0,0,12,0,1,0,0,0,0,17,192,30.09,84.23,75.23,69.4,16.0,22.4,86.46,69.27,56.25,15.63,11.46,2.6,6.25,0.52,0.0,2.08,4.17,13.02,6.77,0.0,10.94,8.85,7.29,7.29,2.08,16.67,7.29,2.6,7.81,6.77,0.0,1.04,12.5,0.52,11.98,3.13,2.6,1.56,1.04,1.56,3.13,0.0,7.29,5.21,2.08,4.17,2.6,1.56,0.0,0.0,1.04,0.0,13.02,3.13,0.52,0.0,0.52,0.0,1.04,9.38,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,1.56,0.52,0.52,0.0,3.65,1.04,1.04,0.0,0.0,1.04,0.0,2.6,0.0,2.08,0.0,0.52,1.04,0.0,0.0,0.0,0.0,0.0,7.81,9.38,0.0,1.04,7.29,0.52,0.0,1.04,6.25,6.25,1.56,3.13,0.0,0.0,0.0,0.0,0.0,13.02,5.21,3.65,0.52,0.52,2.08,1.04,0
1,0,0,0,0,2,0,18,0,0,0,0,4,0,11,7,0,0,2,2,0,0,0,4,7,0,1,0,4,2,1,0,0,0,1,0,0,0,0,0,0,2,60,77.34,89.5,28.56,99.0,8.57,25.0,86.67,58.33,40.0,6.67,5.0,1.67,0.0,3.33,0.0,0.0,1.67,15.0,10.0,0.0,6.67,6.67,3.33,6.67,0.0,13.33,11.67,1.67,3.33,1.67,1.67,0.0,5.0,0.0,5.0,1.67,1.67,0.0,0.0,0.0,1.67,0.0,15.0,13.33,0.0,5.0,3.33,0.0,0.0,0.0,0.0,0.0,18.33,8.33,1.67,1.67,0.0,0.0,3.33,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.33,6.67,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,18.33,1.67,0.0,10.0,3.33,0.0,1.67,0.0,8.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,18.33,10.0,1.67,0.0,1.67,3.33,1.67,1
0,0,0,2,0,0,0,5,0,1,1,0,0,0,3,4,0,0,3,2,0,0,0,1,3,1,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,5,35,31.66,97.11,63.35,99.0,8.75,28.57,91.43,71.43,51.43,5.71,5.71,0.0,5.71,0.0,0.0,0.0,0.0,11.43,8.57,0.0,5.71,5.71,14.29,11.43,0.0,17.14,11.43,0.0,8.57,8.57,0.0,0.0,8.57,0.0,8.57,0.0,0.0,0.0,0.0,2.86,2.86,0.0,17.14,17.14,0.0,8.57,8.57,0.0,0.0,0.0,0.0,0.0,17.14,5.71,2.86,0.0,0.0,0.0,0.0,11.43,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0,2.86,2.86,0.0,0.0,2.86,0.0,0.0,0.0,0.0,2.86,0.0,2.86,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,11.43,14.29,0.0,2.86,11.43,0.0,0.0,0.0,2.86,8.57,0.0,2.86,0.0,0.0,0.0,0.0,0.0,11.43,8.57,0.0,0.0,2.86,0.0,0.0,1
11,0,0,2,0,1,0,14,4,0,0,1,2,0,11,6,0,0,3,12,0,1,0,11,10,2,1,2,5,2,2,0,1,2,3,0,1,1,0,0,1,7,97,84.64,58.47,91.75,68.9,16.17,13.4,82.47,68.04,49.48,5.15,3.09,0.0,0.0,3.09,0.0,0.0,2.06,13.4,9.28,2.06,14.43,7.22,7.22,7.22,0.0,12.37,11.34,7.22,2.06,1.03,1.03,0.0,7.22,0.0,7.22,1.03,0.0,0.0,2.06,1.03,4.12,0.0,3.09,3.09,0.0,1.03,1.03,0.0,0.0,0.0,0.0,0.0,5.15,1.03,1.03,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,0.0,2.06,2.06,0.0,0.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,6.19,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,11.34,17.53,0.0,0.0,15.46,0.0,2.06,0.0,5.15,3.09,5.15,0.0,0.0,0.0,0.0,0.0,0.0,24.74,6.19,11.34,0.0,0.0,5.15,2.06,1
6,0,0,12,0,4,0,29,4,1,3,0,4,0,10,14,0,0,10,4,1,1,0,13,14,6,0,0,7,2,15,0,0,7,2,1,1,6,0,0,0,12,170,39.7,79.15,67.28,66.58,10.63,14.71,91.76,68.82,55.29,12.94,7.06,1.18,3.53,2.35,0.0,0.0,5.88,12.94,7.06,7.06,11.76,10.0,5.29,7.06,3.53,18.24,5.29,4.12,3.53,3.53,0.0,0.0,5.88,2.35,3.53,0.0,0.0,2.35,0.0,0.0,1.18,0.0,4.12,3.53,0.59,2.35,1.76,0.59,0.0,0.0,0.59,0.0,10.0,2.35,0.0,0.0,0.0,0.0,1.76,7.06,0.59,0.0,0.0,0.59,0.59,0.0,0.0,0.59,3.53,0.59,1.76,1.18,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,1.18,0.59,1.76,0.0,0.59,0.0,0.0,0.0,0.59,11.18,16.47,0.59,1.76,14.12,0.0,0.0,0.0,4.71,6.47,4.12,1.76,0.59,0.0,0.0,0.59,0.0,19.41,10.0,3.53,0.0,0.0,0.0,5.88,1
4,0,0,1,1,0,0,24,0,1,1,0,0,0,14,5,1,0,12,4,0,0,0,6,10,0,0,8,6,0,6,0,1,0,3,0,0,3,0,0,0,11,104,41.98,6.0,64.67,10.65,20.8,19.23,85.58,70.19,52.88,10.58,6.73,3.85,0.96,0.0,0.0,1.92,3.85,17.31,7.69,1.92,6.73,7.69,5.77,5.77,3.85,12.5,15.38,7.69,1.92,0.96,0.96,0.0,10.58,1.92,8.65,0.96,0.0,0.96,0.96,0.0,4.81,0.0,7.69,2.88,3.85,2.88,0.0,1.92,0.0,0.0,1.92,0.0,4.81,1.92,0.0,0.0,0.0,0.0,0.96,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,1.92,2.88,0.96,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,2.88,13.46,0.96,0.96,6.73,1.92,0.96,1.92,3.85,11.54,0.0,0.96,0.96,0.96,0.0,0.0,0.0,17.31,4.81,3.85,0.0,0.96,0.0,7.69,1
1,0,0,3,0,0,0,18,2,0,1,0,3,0,6,4,0,0,0,3,0,0,0,8,13,2,0,0,5,0,2,0,1,0,1,0,0,0,0,0,0,1,69,97.2,73.29,25.51,84.9,13.8,34.78,89.86,52.17,50.72,7.25,1.45,0.0,0.0,0.0,0.0,1.45,5.8,20.29,14.49,0.0,14.49,4.35,1.45,7.25,0.0,4.35,1.45,1.45,4.35,1.45,1.45,1.45,5.8,1.45,4.35,1.45,0.0,0.0,1.45,1.45,1.45,0.0,4.35,4.35,0.0,1.45,1.45,0.0,0.0,0.0,0.0,0.0,15.94,8.7,0.0,0.0,1.45,0.0,2.9,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.49,2.9,2.9,8.7,2.9,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,2.9,11.59,0.0,1.45,10.14,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,7.25,5.8,1.45,0.0,0.0,0.0,0.0,0
1,0,0,3,1,1,0,19,1,1,1,0,0,0,13,7,1,0,5,4,0,0,0,4,9,2,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,5,80,78.28,54.96,28.56,99.0,11.43,18.75,91.25,65.0,42.5,6.25,2.5,1.25,1.25,0.0,0.0,0.0,3.75,15.0,10.0,0.0,7.5,7.5,3.75,6.25,0.0,12.5,17.5,3.75,3.75,1.25,1.25,1.25,10.0,2.5,7.5,2.5,1.25,1.25,0.0,2.5,0.0,0.0,13.75,13.75,0.0,3.75,3.75,0.0,0.0,0.0,0.0,0.0,3.75,1.25,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.25,1.25,0.0,0.0,1.25,5.0,0.0,2.5,2.5,1.25,0.0,6.25,0.0,0.0,0.0,0.0,2.5,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,12.5,0.0,0.0,10.0,0.0,0.0,2.5,2.5,8.75,2.5,0.0,0.0,0.0,0.0,0.0,0.0,16.25,7.5,1.25,0.0,1.25,0.0,6.25,1
5,0,0,5,0,2,0,20,1,3,1,0,4,0,14,8,1,0,7,1,0,0,0,9,12,1,0,1,7,3,8,0,0,0,1,0,0,0,0,1,0,8,107,32.82,2.66,72.99,99.0,13.38,14.02,94.39,72.9,57.94,11.21,9.35,8.41,0.0,0.0,0.0,0.93,1.87,14.02,9.35,0.93,8.41,12.15,7.48,8.41,0.93,18.69,11.21,2.8,2.8,0.93,1.87,0.0,13.08,0.93,10.28,0.0,0.93,1.87,1.87,1.87,3.74,0.0,14.02,13.08,0.93,2.8,1.87,0.93,0.0,0.93,0.0,0.0,6.54,4.67,1.87,0.0,0.0,0.0,0.93,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,1.87,0.93,0.0,0.0,4.67,0.93,0.0,0.93,0.0,0.93,0.0,3.74,0.0,0.0,0.0,0.0,2.8,0.93,0.0,0.0,0.93,0.0,10.28,13.08,0.0,0.93,8.41,1.87,0.0,0.93,1.87,9.35,3.74,1.87,0.0,0.0,0.0,0.0,0.0,14.95,6.54,4.67,0.0,0.93,0.0,2.8,0
2,0,0,5,0,5,0,27,4,1,0,0,1,0,7,15,0,0,19,3,0,3,0,13,26,6,1,0,10,6,19,1,0,0,4,0,2,0,0,0,3,13,171,38.34,73.54,77.17,13.9,11.4,15.79,87.72,74.27,63.74,17.54,12.87,5.26,7.02,0.0,0.58,0.0,4.68,18.71,12.28,0.58,12.87,8.19,8.19,8.77,2.92,16.37,4.09,0.58,9.94,8.19,0.58,1.17,8.77,1.75,7.02,1.75,0.0,1.17,1.17,1.75,2.34,0.0,6.43,2.92,3.51,1.75,0.0,1.75,0.58,0.0,0.0,0.0,11.7,2.34,0.58,0.0,0.0,0.0,0.58,9.36,0.58,0.0,1.75,0.58,0.0,0.0,0.0,0.0,6.43,1.17,2.92,1.17,1.17,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,2.34,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,2.92,7.6,0.0,0.58,5.26,1.75,0.0,0.0,8.77,11.7,0.58,0.0,0.0,0.0,0.0,0.0,0.0,15.79,7.6,1.17,0.0,1.17,5.26,0.58,0
9,1,0,2,0,3,0,27,1,0,0,0,3,0,18,8,0,1,9,6,0,0,0,16,22,3,0,1,5,2,6,0,1,0,7,0,1,0,0,0,1,7,142,96.71,90.97,66.21,97.03,17.75,26.76,82.39,63.38,50.0,7.75,4.93,0.0,4.93,0.0,0.0,0.0,2.82,19.01,14.08,0.0,14.79,4.23,4.23,4.93,0.0,7.04,9.15,2.11,9.15,6.34,2.11,0.7,5.63,0.0,5.63,0.7,0.0,0.0,0.7,0.7,1.41,0.0,8.45,7.04,0.7,2.82,2.11,0.0,0.0,0.0,0.0,0.0,14.08,4.93,1.41,0.0,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,5.63,0.7,2.11,1.41,1.41,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.41,0.0,0.0,1.41,15.49,1.41,0.7,11.27,0.7,0.0,1.41,6.34,4.93,2.11,0.7,0.0,0.0,0.0,0.0,0.0,15.49,4.93,6.34,0.0,0.7,0.7,2.82,1
13,3,0,10,0,3,0,34,6,3,3,2,3,0,10,12,1,0,16,5,0,1,0,27,26,8,0,0,8,6,21,0,0,0,6,1,0,2,0,0,0,17,218,44.62,25.26,96.3,33.0,18.17,15.14,94.04,79.36,63.76,15.6,9.63,4.13,1.83,0.46,0.0,3.21,5.96,16.97,7.8,1.38,15.6,10.09,7.34,6.88,1.83,18.81,5.96,9.63,3.21,1.83,0.92,0.46,15.14,2.29,12.39,1.38,0.46,1.83,1.83,0.46,6.42,0.46,4.13,2.29,1.38,1.38,0.46,0.0,0.0,0.0,0.0,0.0,8.72,1.38,0.0,0.0,0.0,0.46,0.92,7.34,0.0,0.0,0.46,0.0,0.46,0.0,0.0,0.46,5.05,0.0,2.29,2.29,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.92,1.83,0.0,0.46,0.0,0.0,0.46,0.0,5.5,15.6,0.0,1.38,13.3,0.46,0.46,0.0,3.21,8.26,2.29,1.83,0.46,0.0,0.0,0.46,0.0,13.3,5.05,5.96,0.0,0.46,1.83,0.0,0
